run_id,agent,seed,temperature,tau,sigma,ppo_train_seed,episodes,recall,precision,detections_per_joule,false_alarms,coverage,time_to_first_detection,ece,signed_calibration_error,accuracy,pool_split
ppo__s4__T2__tau0.75__sig1.5-p0,ppo,4,2.0,0.75,1.5,0,20,0.29177152800560824,0.39514935391442757,0.07675461698696107,74.05,0.32275390625,10.7,,,,shift
ppo__s4__T2__tau0.75__sig1.5-p1,ppo,4,2.0,0.75,1.5,1,20,0.32625649477371477,0.430991461624581,0.08538352548089315,71.25,0.326416015625,8.65,,,,shift
ppo__s4__T2__tau0.75__sig1.5-p2,ppo,4,2.0,0.75,1.5,2,20,0.3098868297877732,0.40380776687722764,0.08263197233536722,75.95,0.324755859375,12.45,,,,shift
ppo__s4__T2__tau0.75__sig3-p0,ppo,4,2.0,0.75,3.0,0,20,0.28421700051134113,0.41181386255002944,0.08253642688903107,74.05,0.31953125,5.7,,,,shift
ppo__s4__T2__tau0.75__sig3-p1,ppo,4,2.0,0.75,3.0,1,20,0.279571430885276,0.4306407256177086,0.0802895917702175,68.55,0.30908203125,6.75,,,,shift
ppo__s4__T2__tau0.75__sig3-p2,ppo,4,2.0,0.75,3.0,2,20,0.2998708384050973,0.42617276572106944,0.08834694253941323,74.2,0.3205078125,4.7,,,,shift
ppo__s0__T3__tau0.75__sig0.75-p0,ppo,0,3.0,0.75,0.75,0,20,0.3176116751427456,0.36543732238768,0.06108629076390577,66.6,0.3181640625,21.0,,,,shift
ppo__s0__T3__tau0.75__sig0.75-p1,ppo,0,3.0,0.75,0.75,1,20,0.3046495609789456,0.34851101386579597,0.05890807537447188,66.85,0.320458984375,18.55,,,,shift
ppo__s0__T3__tau0.75__sig0.75-p2,ppo,0,3.0,0.75,0.75,2,20,0.3129989333640909,0.3543177659119551,0.06102413309943272,69.7,0.32685546875,17.85,,,,shift
ppo__s0__T3__tau0.75__sig1.5-p0,ppo,0,3.0,0.75,1.5,0,20,0.28752659815853104,0.4460886541268674,0.08176050018110007,62.9,0.31552734375,13.5,,,,shift
ppo__s0__T3__tau0.75__sig1.5-p1,ppo,0,3.0,0.75,1.5,1,20,0.3036501367576256,0.4669194008099507,0.08590716941816182,60.35,0.32314453125,5.9,,,,shift
ppo__s0__T3__tau0.75__sig1.5-p2,ppo,0,3.0,0.75,1.5,2,20,0.31074025803652766,0.4580239524887397,0.08689503150080043,63.4,0.324267578125,8.45,,,,shift
ppo__s0__T3__tau0.75__sig3-p0,ppo,0,3.0,0.75,3.0,0,20,0.2762241987712369,0.4562826834758284,0.08325316799942596,62.55,0.3189453125,7.25,,,,shift
ppo__s0__T3__tau0.75__sig3-p1,ppo,0,3.0,0.75,3.0,1,20,0.2758888990428531,0.46594960277150754,0.08464786239175187,60.2,0.32607421875,6.25,,,,shift
ppo__s0__T3__tau0.75__sig3-p2,ppo,0,3.0,0.75,3.0,2,20,0.2930665536783793,0.46591377107357895,0.08930841982233244,64.0,0.32724609375,8.0,,,,shift
ppo__s1__T3__tau0.75__sig0.75-p0,ppo,1,3.0,0.75,0.75,0,20,0.31195200253809025,0.3534378457058033,0.05586480304042628,64.85,0.322265625,13.1,,,,shift
ppo__s1__T3__tau0.75__sig0.75-p1,ppo,1,3.0,0.75,0.75,1,20,0.29530220379653477,0.3516630615256101,0.05279811978708486,62.0,0.312646484375,13.75,,,,shift
ppo__s1__T3__tau0.75__sig0.75-p2,ppo,1,3.0,0.75,0.75,2,20,0.2780378264369169,0.3080734739119361,0.04915043529036826,69.9,0.3240234375,12.9,,,,shift
ppo__s1__T3__tau0.75__sig1.5-p0,ppo,1,3.0,0.75,1.5,0,20,0.27317495143003795,0.412733020960611,0.0709356381720217,62.8,0.32373046875,9.0,,,,shift
ppo__s1__T3__tau0.75__sig1.5-p1,ppo,1,3.0,0.75,1.5,1,20,0.28363127922997805,0.42066212000449654,0.07229090078394054,61.4,0.325048828125,7.05,,,,shift
ppo__s1__T3__tau0.75__sig1.5-p2,ppo,1,3.0,0.75,1.5,2,20,0.28731404715344117,0.41680328515584525,0.07512209915184265,64.8,0.322412109375,11.0,,,,shift
ppo__s1__T3__tau0.75__sig3-p0,ppo,1,3.0,0.75,3.0,0,20,0.2667237275115836,0.4301534562236381,0.07465164937425686,62.05,0.321435546875,8.3,,,,shift
ppo__s1__T3__tau0.75__sig3-p1,ppo,1,3.0,0.75,3.0,1,20,0.2605406902370619,0.4264766224042334,0.07367758477961625,61.95,0.32587890625,10.45,,,,shift
ppo__s1__T3__tau0.75__sig3-p2,ppo,1,3.0,0.75,3.0,2,20,0.29349126476380594,0.44038449077014563,0.08193428719764626,65.6,0.3216796875,5.75,,,,shift
ppo__s2__T3__tau0.75__sig0.75-p0,ppo,2,3.0,0.75,0.75,0,20,0.2898732484835424,0.32899331482195987,0.05321209726752045,68.3,0.317822265625,18.15,,,,shift
ppo__s2__T3__tau0.75__sig0.75-p1,ppo,2,3.0,0.75,0.75,1,20,0.27842638783215284,0.32871811451269706,0.05115084106310552,66.1,0.32373046875,14.0,,,,shift
ppo__s2__T3__tau0.75__sig0.75-p2,ppo,2,3.0,0.75,0.75,2,20,0.29432105038559186,0.3271947064903724,0.05478269337023824,70.9,0.32578125,22.65,,,,shift
ppo__s2__T3__tau0.75__sig1.5-p0,ppo,2,3.0,0.75,1.5,0,20,0.2807746109500115,0.42231225237077047,0.07596048539359565,63.7,0.323388671875,5.4,,,,shift
ppo__s2__T3__tau0.75__sig1.5-p1,ppo,2,3.0,0.75,1.5,1,20,0.2824591110079834,0.42462937441542536,0.07527458657054142,63.95,0.325830078125,8.3,,,,shift
ppo__s2__T3__tau0.75__sig1.5-p2,ppo,2,3.0,0.75,1.5,2,20,0.2792549096375542,0.40454230818822534,0.07479464797784703,68.2,0.325732421875,11.5,,,,shift
ppo__s2__T3__tau0.75__sig3-p0,ppo,2,3.0,0.75,3.0,0,20,0.26309468266410485,0.4239154776555643,0.07596507588315499,64.5,0.32080078125,6.35,,,,shift
ppo__s2__T3__tau0.75__sig3-p1,ppo,2,3.0,0.75,3.0,1,20,0.2608111713417945,0.42804159028090416,0.07463436010686099,62.6,0.326513671875,6.6,,,,shift
ppo__s2__T3__tau0.75__sig3-p2,ppo,2,3.0,0.75,3.0,2,20,0.26078573867384097,0.41049497940397206,0.07584108907244334,66.65,0.315966796875,5.45,,,,shift
ppo__s3__T3__tau0.75__sig0.75-p0,ppo,3,3.0,0.75,0.75,0,20,0.27576954360047023,0.33699730670210254,0.052580558542443624,64.95,0.32353515625,17.3,,,,shift
ppo__s3__T3__tau0.75__sig0.75-p1,ppo,3,3.0,0.75,0.75,1,20,0.2832259784908191,0.3363809065050948,0.05414575818375722,66.1,0.324853515625,17.75,,,,shift
ppo__s3__T3__tau0.75__sig0.75-p2,ppo,3,3.0,0.75,0.75,2,20,0.2950286478049397,0.3330758690912561,0.0565780420275245,70.7,0.3224609375,12.7,,,,shift
ppo__s3__T3__tau0.75__sig1.5-p0,ppo,3,3.0,0.75,1.5,0,20,0.2683564571755156,0.4191541025656207,0.07325944092670539,63.2,0.32451171875,8.9,,,,shift
ppo__s3__T3__tau0.75__sig1.5-p1,ppo,3,3.0,0.75,1.5,1,20,0.29853868913908405,0.449695179143177,0.08057521004590998,60.9,0.317626953125,17.95,,,,shift
ppo__s3__T3__tau0.75__sig1.5-p2,ppo,3,3.0,0.75,1.5,2,20,0.2830361554821279,0.4172935248935599,0.07606729400972244,66.35,0.32431640625,9.4,,,,shift
ppo__s3__T3__tau0.75__sig3-p0,ppo,3,3.0,0.75,3.0,0,20,0.26955521003407534,0.4420780885223775,0.07773875313411961,61.7,0.321435546875,12.55,,,,shift
ppo__s3__T3__tau0.75__sig3-p1,ppo,3,3.0,0.75,3.0,1,20,0.2760237153660786,0.4548713868137799,0.08074847606782169,60.25,0.32822265625,5.55,,,,shift
ppo__s3__T3__tau0.75__sig3-p2,ppo,3,3.0,0.75,3.0,2,20,0.2647870425285763,0.41831799071096115,0.07697370094878295,66.95,0.324755859375,4.95,,,,shift
ppo__s4__T3__tau0.75__sig0.75-p0,ppo,4,3.0,0.75,0.75,0,20,0.2790661643941279,0.333645391830603,0.050548019057253556,63.85,0.321728515625,25.3,,,,shift
ppo__s4__T3__tau0.75__sig0.75-p1,ppo,4,3.0,0.75,0.75,1,20,0.30243793439629096,0.35191979564139186,0.05515208794875921,63.85,0.3244140625,14.5,,,,shift
ppo__s4__T3__tau0.75__sig0.75-p2,ppo,4,3.0,0.75,0.75,2,20,0.29664722202089955,0.33333891761456036,0.052887806106354796,67.75,0.32470703125,18.2,,,,shift
ppo__s4__T3__tau0.75__sig1.5-p0,ppo,4,3.0,0.75,1.5,0,20,0.27961157585136187,0.4295564441147562,0.0732248988564277,60.9,0.318798828125,7.65,,,,shift
ppo__s4__T3__tau0.75__sig1.5-p1,ppo,4,3.0,0.75,1.5,1,20,0.291106550091354,0.4471412924477747,0.07621652199767413,59.5,0.326171875,15.95,,,,shift
ppo__s4__T3__tau0.75__sig1.5-p2,ppo,4,3.0,0.75,1.5,2,20,0.2896507325949121,0.4295555864286384,0.07599203698681326,63.85,0.32724609375,15.05,,,,shift
ppo__s4__T3__tau0.75__sig3-p0,ppo,4,3.0,0.75,3.0,0,20,0.2620803948580415,0.4382756297958628,0.0751150351406213,60.75,0.32099609375,4.8,,,,shift
ppo__s4__T3__tau0.75__sig3-p1,ppo,4,3.0,0.75,3.0,1,20,0.2599749854958624,0.4420861680663701,0.07560010998151045,59.95,0.32412109375,3.6,,,,shift
ppo__s4__T3__tau0.75__sig3-p2,ppo,4,3.0,0.75,3.0,2,20,0.25122399033805276,0.41834187689949554,0.07305883982235842,64.15,0.32490234375,6.7,,,,shift
ppo__s0__T4__tau0.75__sig0.75-p0,ppo,0,4.0,0.75,0.75,0,20,0.2835559800480912,0.40266627001777155,0.05572838266710496,51.0,0.321923828125,16.8,,,,shift
ppo__s0__T4__tau0.75__sig0.75-p1,ppo,0,4.0,0.75,0.75,1,20,0.31465879502719946,0.4340298837902924,0.06134552700196414,49.7,0.3259765625,13.65,,,,shift
ppo__s0__T4__tau0.75__sig0.75-p2,ppo,0,4.0,0.75,0.75,2,20,0.27367664311630413,0.3688118640792922,0.05369005137326115,57.05,0.320947265625,23.0,,,,shift
ppo__s0__T4__tau0.75__sig1.5-p0,ppo,0,4.0,0.75,1.5,0,20,0.25334206226566863,0.4621128920531235,0.07114621347699844,50.6,0.31689453125,11.85,,,,shift
ppo__s0__T4__tau0.75__sig1.5-p1,ppo,0,4.0,0.75,1.5,1,20,0.29205908990609936,0.516839242261772,0.0807206832615466,46.75,0.32216796875,9.45,,,,shift
ppo__s0__T4__tau0.75__sig1.5-p2,ppo,0,4.0,0.75,1.5,2,20,0.2750106305396171,0.4808935885656404,0.07755234562126245,51.75,0.326171875,6.25,,,,shift
ppo__s0__T4__tau0.75__sig3-p0,ppo,0,4.0,0.75,3.0,0,20,0.26546248752302076,0.508092461815884,0.0805923969458268,48.7,0.31796875,9.35,,,,shift
ppo__s0__T4__tau0.75__sig3-p1,ppo,0,4.0,0.75,3.0,1,20,0.2629920752651325,0.509883844747619,0.08067044070788619,47.1,0.321826171875,7.8,,,,shift
ppo__s0__T4__tau0.75__sig3-p2,ppo,0,4.0,0.75,3.0,2,20,0.2624615312025107,0.4824636304120912,0.08100452430984086,53.75,0.319384765625,6.2,,,,shift
ppo__s1__T4__tau0.75__sig0.75-p0,ppo,1,4.0,0.75,0.75,0,20,0.2834554596682931,0.39018162031514186,0.050604094495855165,49.55,0.3185546875,10.25,,,,shift
ppo__s1__T4__tau0.75__sig0.75-p1,ppo,1,4.0,0.75,0.75,1,20,0.29578400546982253,0.4034751313715167,0.05179216843927703,48.55,0.322607421875,11.5,,,,shift
ppo__s1__T4__tau0.75__sig0.75-p2,ppo,1,4.0,0.75,0.75,2,20,0.2795953780793081,0.36946213358707186,0.04992197092291191,53.7,0.326806640625,14.35,,,,shift
ppo__s1__T4__tau0.75__sig1.5-p0,ppo,1,4.0,0.75,1.5,0,20,0.2657562845119295,0.4732286663967945,0.06736578786807432,46.55,0.32041015625,8.45,,,,shift
ppo__s1__T4__tau0.75__sig1.5-p1,ppo,1,4.0,0.75,1.5,1,20,0.26139520391358917,0.4843541075022985,0.06737081615023119,44.4,0.320361328125,7.6,,,,shift
ppo__s1__T4__tau0.75__sig1.5-p2,ppo,1,4.0,0.75,1.5,2,20,0.2606198821592333,0.44975862882508827,0.06767300764194446,51.4,0.3234375,11.95,,,,shift
ppo__s1__T4__tau0.75__sig3-p0,ppo,1,4.0,0.75,3.0,0,20,0.23698741822873606,0.462844562172877,0.06672646147418332,48.55,0.3189453125,6.65,,,,shift
ppo__s1__T4__tau0.75__sig3-p1,ppo,1,4.0,0.75,3.0,1,20,0.24586405264942904,0.4838841987500489,0.06980407546459766,45.5,0.32666015625,11.75,,,,shift
ppo__s1__T4__tau0.75__sig3-p2,ppo,1,4.0,0.75,3.0,2,20,0.25022825139739097,0.45790557540429033,0.0709777369331,52.35,0.318310546875,8.0,,,,shift
ppo__s2__T4__tau0.75__sig0.75-p0,ppo,2,4.0,0.75,0.75,0,20,0.2543997721557131,0.3550932181676269,0.04740594611296632,53.6,0.3193359375,13.8,,,,shift
ppo__s2__T4__tau0.75__sig0.75-p1,ppo,2,4.0,0.75,0.75,1,20,0.26585088236751886,0.3747280078309392,0.04873744589888763,51.4,0.32802734375,15.2,,,,shift
ppo__s2__T4__tau0.75__sig0.75-p2,ppo,2,4.0,0.75,0.75,2,20,0.2589330683929366,0.3437055954927794,0.048664034383589516,57.55,0.313671875,15.2,,,,shift
ppo__s2__T4__tau0.75__sig1.5-p0,ppo,2,4.0,0.75,1.5,0,20,0.2571513161279679,0.4605899704489552,0.06800528384631334,49.85,0.320556640625,6.3,,,,shift
ppo__s2__T4__tau0.75__sig1.5-p1,ppo,2,4.0,0.75,1.5,1,20,0.2631936247768426,0.4693569155295617,0.06972072609138574,49.65,0.322265625,6.7,,,,shift
ppo__s2__T4__tau0.75__sig1.5-p2,ppo,2,4.0,0.75,1.5,2,20,0.25234490466345794,0.43707010566359655,0.06767053201317395,53.9,0.322216796875,11.75,,,,shift
ppo__s2__T4__tau0.75__sig3-p0,ppo,2,4.0,0.75,3.0,0,20,0.24532388061070756,0.46889716734423237,0.06973112910698696,50.0,0.31865234375,5.0,,,,shift
ppo__s2__T4__tau0.75__sig3-p1,ppo,2,4.0,0.75,3.0,1,20,0.23976816396340128,0.4743819678540492,0.06861047878907575,47.7,0.325927734375,8.6,,,,shift
ppo__s2__T4__tau0.75__sig3-p2,ppo,2,4.0,0.75,3.0,2,20,0.26140355810692584,0.46911444775395994,0.07535948228613273,53.2,0.325634765625,7.85,,,,shift
ppo__s3__T4__tau0.75__sig0.75-p0,ppo,3,4.0,0.75,0.75,0,20,0.24056920903097628,0.3473309968349417,0.04609413323789667,53.85,0.319189453125,18.15,,,,shift
ppo__s3__T4__tau0.75__sig0.75-p1,ppo,3,4.0,0.75,0.75,1,20,0.2667879720288652,0.36818259913541085,0.05080385738579205,53.8,0.321875,21.7,,,,shift
ppo__s3__T4__tau0.75__sig0.75-p2,ppo,3,4.0,0.75,0.75,2,20,0.2882112527636946,0.38210818836027655,0.054602659222353925,55.25,0.317041015625,13.55,,,,shift
ppo__s3__T4__tau0.75__sig1.5-p0,ppo,3,4.0,0.75,1.5,0,20,0.25862398558504307,0.45389138499813375,0.06948204384348575,51.7,0.31708984375,12.2,,,,shift
ppo__s3__T4__tau0.75__sig1.5-p1,ppo,3,4.0,0.75,1.5,1,20,0.26975825792555397,0.48386315706169036,0.07267500592242433,48.5,0.31904296875,13.2,,,,shift
ppo__s3__T4__tau0.75__sig1.5-p2,ppo,3,4.0,0.75,1.5,2,20,0.2540856583349003,0.44397037751928253,0.06847281022929898,52.8,0.319775390625,4.15,,,,shift
ppo__s3__T4__tau0.75__sig3-p0,ppo,3,4.0,0.75,3.0,0,20,0.2286403495237402,0.4509091482964007,0.0662782071578009,50.35,0.320654296875,12.9,,,,shift
ppo__s3__T4__tau0.75__sig3-p1,ppo,3,4.0,0.75,3.0,1,20,0.23722279007236252,0.4656883249627744,0.0684569841927575,49.4,0.3234375,10.1,,,,shift
ppo__s3__T4__tau0.75__sig3-p2,ppo,3,4.0,0.75,3.0,2,20,0.2624096488385478,0.4747076435268459,0.07575139825010455,52.5,0.32197265625,5.75,,,,shift
ppo__s4__T4__tau0.75__sig0.75-p0,ppo,4,4.0,0.75,0.75,0,20,0.25481047895594194,0.3652484873253742,0.046165323528424146,50.7,0.322607421875,18.3,,,,shift
ppo__s4__T4__tau0.75__sig0.75-p1,ppo,4,4.0,0.75,0.75,1,20,0.2817641936042756,0.3965017699447756,0.05047325903849583,48.85,0.317333984375,15.15,,,,shift
ppo__s4__T4__tau0.75__sig0.75-p2,ppo,4,4.0,0.75,0.75,2,20,0.27189323147252137,0.36488944085071434,0.04938152863237018,53.8,0.32626953125,6.3,,,,shift
ppo__s4__T4__tau0.75__sig1.5-p0,ppo,4,4.0,0.75,1.5,0,20,0.2408702540499013,0.4490231069316861,0.0625857509417966,48.5,0.3216796875,9.65,,,,shift
ppo__s4__T4__tau0.75__sig1.5-p1,ppo,4,4.0,0.75,1.5,1,20,0.27761562690797487,0.49797052198083874,0.07315905690153221,45.75,0.32392578125,7.95,,,,shift
ppo__s4__T4__tau0.75__sig1.5-p2,ppo,4,4.0,0.75,1.5,2,20,0.25792540532758124,0.4453319904734266,0.06799056751427321,52.95,0.321484375,14.3,,,,shift
ppo__s4__T4__tau0.75__sig3-p0,ppo,4,4.0,0.75,3.0,0,20,0.24742132824940266,0.4819216166593024,0.07089804005870684,48.45,0.318798828125,8.4,,,,shift
ppo__s4__T4__tau0.75__sig3-p1,ppo,4,4.0,0.75,3.0,1,20,0.2465736739980457,0.4806254710541884,0.07078529054126934,47.95,0.32197265625,4.1,,,,shift
ppo__s4__T4__tau0.75__sig3-p2,ppo,4,4.0,0.75,3.0,2,20,0.2534848960463654,0.478705920307929,0.07259103531980293,50.15,0.31875,8.35,,,,shift
oracle__s0__T0.3__tau0.75__sig0.75,oracle,0,0.3,0.75,0.75,,20,1.0,0.7630942734086226,0.19659289764417714,37.9,0.213037109375,2.15,,,,shift
oracle__s0__T0.3__tau0.75__sig1.5,oracle,0,0.3,0.75,1.5,,20,0.9823746832783264,0.7963718664268704,0.2747915540810493,43.65,0.280859375,1.45,,,,shift
oracle__s0__T0.3__tau0.75__sig3,oracle,0,0.3,0.75,3.0,,20,0.9400824551054937,0.7799097962099903,0.28223144052372817,49.6,0.30400390625,1.25,,,,shift
oracle__s1__T0.3__tau0.75__sig0.75,oracle,1,0.3,0.75,0.75,,20,1.0,0.7731596151421638,0.18023671349577516,33.3,0.19560546875,2.9,,,,shift
oracle__s1__T0.3__tau0.75__sig1.5,oracle,1,0.3,0.75,1.5,,20,0.9976744186046511,0.7986735279833697,0.2574325617495493,40.65,0.261962890625,1.5,,,,shift
oracle__s1__T0.3__tau0.75__sig3,oracle,1,0.3,0.75,3.0,,20,0.9737702151729335,0.7707444890119265,0.27155614620845625,50.4,0.296435546875,1.15,,,,shift
oracle__s2__T0.3__tau0.75__sig0.75,oracle,2,0.3,0.75,0.75,,20,1.0,0.7751850377944842,0.18616947601423683,34.1,0.199951171875,2.8,,,,shift
oracle__s2__T0.3__tau0.75__sig1.5,oracle,2,0.3,0.75,1.5,,20,0.9805897374770275,0.7938056253784097,0.2606844362576876,42.25,0.266845703125,1.75,,,,shift
oracle__s2__T0.3__tau0.75__sig3,oracle,2,0.3,0.75,3.0,,20,0.9583590589329394,0.7624121884498691,0.2725832221334326,53.1,0.302685546875,1.25,,,,shift
oracle__s3__T0.3__tau0.75__sig0.75,oracle,3,0.3,0.75,0.75,,20,1.0,0.7807884801489315,0.18860325247417475,33.35,0.200390625,2.05,,,,shift
oracle__s3__T0.3__tau0.75__sig1.5,oracle,3,0.3,0.75,1.5,,20,0.9916750493547672,0.7985258162781934,0.2646566986548176,41.9,0.26728515625,1.65,,,,shift
oracle__s3__T0.3__tau0.75__sig3,oracle,3,0.3,0.75,3.0,,20,0.960281884679168,0.7577156537391293,0.27353281850648553,55.15,0.305029296875,0.9,,,,shift
oracle__s4__T0.3__tau0.75__sig0.75,oracle,4,0.3,0.75,0.75,,20,1.0,0.7736673323227423,0.18164804632782552,33.55,0.195751953125,2.15,,,,shift
oracle__s4__T0.3__tau0.75__sig1.5,oracle,4,0.3,0.75,1.5,,20,0.9961538366525632,0.7968997116630168,0.2617288706235613,41.8,0.265625,1.5,,,,shift
oracle__s4__T0.3__tau0.75__sig3,oracle,4,0.3,0.75,3.0,,20,0.9664473989511764,0.7778654994333799,0.27779854349265964,49.15,0.300390625,1.3,,,,shift
oracle__s0__T0.5__tau0.75__sig0.75,oracle,0,0.5,0.75,0.75,,20,1.0,0.7876004168301417,0.19661587841703676,33.05,0.210302734375,1.95,,,,shift
oracle__s0__T0.5__tau0.75__sig1.5,oracle,0,0.5,0.75,1.5,,20,0.9845253343985838,0.813300805481183,0.27526796827756006,39.35,0.274462890625,1.4,,,,shift
oracle__s0__T0.5__tau0.75__sig3,oracle,0,0.5,0.75,3.0,,20,0.9373180903832757,0.7820369361858838,0.281243846295559,48.95,0.303173828125,1.05,,,,shift
oracle__s1__T0.5__tau0.75__sig0.75,oracle,1,0.5,0.75,0.75,,20,1.0,0.7835425139001895,0.18020743347840967,31.25,0.196044921875,2.65,,,,shift
oracle__s1__T0.5__tau0.75__sig1.5,oracle,1,0.5,0.75,1.5,,20,0.9967353686762923,0.8074044108611401,0.25709903215092567,38.55,0.26259765625,1.7,,,,shift
oracle__s1__T0.5__tau0.75__sig3,oracle,1,0.5,0.75,3.0,,20,0.9621295715582207,0.7751051916902961,0.2677482597230013,48.7,0.2953125,1.6,,,,shift
oracle__s2__T0.5__tau0.75__sig0.75,oracle,2,0.5,0.75,0.75,,20,1.0,0.7888240058535141,0.18620412041573015,31.2,0.200390625,2.2,,,,shift
oracle__s2__T0.5__tau0.75__sig1.5,oracle,2,0.5,0.75,1.5,,20,0.9760064834167042,0.796490376407076,0.2591932234784634,41.2,0.2685546875,1.75,,,,shift
oracle__s2__T0.5__tau0.75__sig3,oracle,2,0.5,0.75,3.0,,20,0.9471680830528413,0.7728032128838251,0.2688153391856397,49.65,0.29794921875,1.35,,,,shift
oracle__s3__T0.5__tau0.75__sig0.75,oracle,3,0.5,0.75,0.75,,20,1.0,0.7839562280963339,0.18860290685985442,32.6,0.203515625,2.05,,,,shift
oracle__s3__T0.5__tau0.75__sig1.5,oracle,3,0.5,0.75,1.5,,20,0.9917335547628303,0.8079317247190889,0.2647077825605905,39.2,0.26962890625,1.65,,,,shift
oracle__s3__T0.5__tau0.75__sig3,oracle,3,0.5,0.75,3.0,,20,0.9633339385757343,0.7712850667553492,0.2745190119741772,51.3,0.3037109375,1.0,,,,shift
oracle__s4__T0.5__tau0.75__sig0.75,oracle,4,0.5,0.75,0.75,,20,1.0,0.7896336527460521,0.18172755454127304,30.6,0.196923828125,2.45,,,,shift
oracle__s4__T0.5__tau0.75__sig1.5,oracle,4,0.5,0.75,1.5,,20,0.9955044808992177,0.8056991793930818,0.2615346796826116,39.75,0.27021484375,1.8,,,,shift
oracle__s4__T0.5__tau0.75__sig3,oracle,4,0.5,0.75,3.0,,20,0.9688062045431873,0.7857270874654344,0.2785457065683184,47.15,0.301220703125,1.4,,,,shift
oracle__s0__T1__tau0.75__sig0.75,oracle,0,1.0,0.75,0.75,,20,1.0,0.7994619652542273,0.1966137676856738,30.7,0.217626953125,2.15,,,,shift
oracle__s0__T1__tau0.75__sig1.5,oracle,0,1.0,0.75,1.5,,20,0.9777630828011319,0.8286187229308604,0.27293073527061196,35.3,0.276611328125,1.65,,,,shift
oracle__s0__T1__tau0.75__sig3,oracle,0,1.0,0.75,3.0,,20,0.9197302252945494,0.7990017322334044,0.2757429541483401,43.2,0.301953125,1.45,,,,shift
oracle__s1__T1__tau0.75__sig0.75,oracle,1,1.0,0.75,0.75,,20,1.0,0.7937165773475571,0.1802073328421188,29.7,0.19765625,2.5,,,,shift
oracle__s1__T1__tau0.75__sig1.5,oracle,1,1.0,0.75,1.5,,20,0.995622943510773,0.8262192128928408,0.25684507282370106,33.9,0.266259765625,1.9,,,,shift
oracle__s1__T1__tau0.75__sig3,oracle,1,1.0,0.75,3.0,,20,0.96209860247361,0.7946507323890042,0.2678330383502526,43.1,0.295068359375,1.5,,,,shift
oracle__s2__T1__tau0.75__sig0.75,oracle,2,1.0,0.75,0.75,,20,1.0,0.7938167434802261,0.1861918794855356,30.6,0.2048828125,2.25,,,,shift
oracle__s2__T1__tau0.75__sig1.5,oracle,2,1.0,0.75,1.5,,20,0.97617588213596,0.8139382644735667,0.25913688651663114,37.05,0.26943359375,2.05,,,,shift
oracle__s2__T1__tau0.75__sig3,oracle,2,1.0,0.75,3.0,,20,0.9355330450133857,0.7887406867531952,0.2653081218670118,44.55,0.29423828125,1.45,,,,shift
oracle__s3__T1__tau0.75__sig0.75,oracle,3,1.0,0.75,0.75,,20,1.0,0.8033094399808676,0.18861254617737228,29.05,0.2044921875,2.0,,,,shift
oracle__s3__T1__tau0.75__sig1.5,oracle,3,1.0,0.75,1.5,,20,0.9864095212924704,0.8267652952090258,0.2628459436138616,34.75,0.2671875,2.0,,,,shift
oracle__s3__T1__tau0.75__sig3,oracle,3,1.0,0.75,3.0,,20,0.9564761557072418,0.7894431735950707,0.27220456588126807,45.75,0.30380859375,1.45,,,,shift
oracle__s4__T1__tau0.75__sig0.75,oracle,4,1.0,0.75,0.75,,20,1.0,0.8073517860418316,0.18169534669979587,27.35,0.194287109375,1.95,,,,shift
oracle__s4__T1__tau0.75__sig1.5,oracle,4,1.0,0.75,1.5,,20,0.9940511818762593,0.8233578784079523,0.2610414101108679,35.05,0.267138671875,2.1,,,,shift
oracle__s4__T1__tau0.75__sig3,oracle,4,1.0,0.75,3.0,,20,0.9608151405505059,0.8055202606026395,0.27607046552114906,41.2,0.2966796875,1.8,,,,shift
oracle__s0__T2__tau0.75__sig0.75,oracle,0,2.0,0.75,0.75,,20,0.999742268041237,0.8300572002850833,0.19647666756272755,25.2,0.220068359375,2.25,,,,shift
oracle__s0__T2__tau0.75__sig1.5,oracle,0,2.0,0.75,1.5,,20,0.9706342457170614,0.8509776513610211,0.2708175440729075,29.35,0.275244140625,1.7,,,,shift
oracle__s0__T2__tau0.75__sig3,oracle,0,2.0,0.75,3.0,,20,0.9117159281807258,0.821242172304283,0.2727738669105483,36.95,0.2984375,1.5,,,,shift
oracle__s1__T2__tau0.75__sig0.75,oracle,1,2.0,0.75,0.75,,20,1.0,0.830298201669675,0.1801993637022864,23.55,0.196875,2.5,,,,shift
oracle__s1__T2__tau0.75__sig1.5,oracle,1,2.0,0.75,1.5,,20,0.9882145813252403,0.8415918850372831,0.2543257227689534,30.4,0.26162109375,2.25,,,,shift
oracle__s1__T2__tau0.75__sig3,oracle,1,2.0,0.75,3.0,,20,0.9432282087943668,0.8238073150882876,0.26214339746803383,35.0,0.290234375,1.35,,,,shift
oracle__s2__T2__tau0.75__sig0.75,oracle,2,2.0,0.75,0.75,,20,1.0,0.8228920039356927,0.18617052679484453,24.95,0.203076171875,2.4,,,,shift
oracle__s2__T2__tau0.75__sig1.5,oracle,2,2.0,0.75,1.5,,20,0.9629972744499085,0.8333971490840455,0.2546508479685282,31.85,0.269091796875,1.55,,,,shift
oracle__s2__T2__tau0.75__sig3,oracle,2,2.0,0.75,3.0,,20,0.9277493826887939,0.819356336907525,0.2620598259990942,36.25,0.29189453125,1.05,,,,shift
