run_id,agent,seed,temperature,tau,sigma,ppo_train_seed,episodes,recall,precision,detections_per_joule,false_alarms,coverage,time_to_first_detection,ece,signed_calibration_error,accuracy,pool_split
oracle__s3__T2__tau0.75__sig0.75,oracle,3,2.0,0.75,0.75,,20,1.0,0.8274773951006867,0.18861402917984946,24.6,0.2068359375,2.1,,,,shift
oracle__s3__T2__tau0.75__sig1.5,oracle,3,2.0,0.75,1.5,,20,0.9794994746709692,0.8390835654352259,0.26035858030448633,31.45,0.271826171875,2.05,,,,shift
oracle__s3__T2__tau0.75__sig3,oracle,3,2.0,0.75,3.0,,20,0.9303922710081508,0.8145605994299518,0.2640224102585102,38.0,0.299951171875,1.35,,,,shift
oracle__s4__T2__tau0.75__sig0.75,oracle,4,2.0,0.75,0.75,,20,1.0,0.8374802937030236,0.1817087135296605,22.3,0.1951171875,2.35,,,,shift
oracle__s4__T2__tau0.75__sig1.5,oracle,4,2.0,0.75,1.5,,20,0.9824482839857366,0.8351809309673829,0.257315126327407,32.1,0.2685546875,1.55,,,,shift
oracle__s4__T2__tau0.75__sig3,oracle,4,2.0,0.75,3.0,,20,0.9350324046292744,0.8307247097547945,0.26804213571234187,33.8,0.29443359375,1.4,,,,shift
oracle__s0__T3__tau0.75__sig0.75,oracle,0,3.0,0.75,0.75,,20,0.9969072164948454,0.8521865488587428,0.19563042612017464,21.15,0.219140625,2.15,,,,shift
oracle__s0__T3__tau0.75__sig1.5,oracle,0,3.0,0.75,1.5,,20,0.9597933689570569,0.8748874877317954,0.26688882086807897,23.65,0.271142578125,1.75,,,,shift
oracle__s0__T3__tau0.75__sig3,oracle,0,3.0,0.75,3.0,,20,0.8964923696093899,0.8536177145281842,0.2680293836121304,28.45,0.292724609375,1.95,,,,shift
oracle__s1__T3__tau0.75__sig0.75,oracle,1,3.0,0.75,0.75,,20,1.0,0.8489274561768783,0.18024325878280417,20.3,0.203271484375,2.85,,,,shift
oracle__s1__T3__tau0.75__sig1.5,oracle,1,3.0,0.75,1.5,,20,0.9759505665913097,0.8580084014859766,0.2506308267457498,25.95,0.26494140625,2.0,,,,shift
oracle__s1__T3__tau0.75__sig3,oracle,1,3.0,0.75,3.0,,20,0.9207368797161027,0.8407099152430202,0.2549477385319079,30.2,0.288232421875,1.25,,,,shift
oracle__s2__T3__tau0.75__sig0.75,oracle,2,3.0,0.75,0.75,,20,0.9991573033707866,0.8366404168695253,0.18593016514015154,22.85,0.20712890625,2.55,,,,shift
oracle__s2__T3__tau0.75__sig1.5,oracle,2,3.0,0.75,1.5,,20,0.9539381660058958,0.8579784311158136,0.25181736578303643,26.0,0.265087890625,1.75,,,,shift
oracle__s2__T3__tau0.75__sig3,oracle,2,3.0,0.75,3.0,,20,0.8897078588194228,0.8329220747811068,0.2497639941117154,31.65,0.28662109375,1.4,,,,shift
oracle__s3__T3__tau0.75__sig0.75,oracle,3,3.0,0.75,0.75,,20,1.0,0.8470541068198936,0.1886051013114743,21.35,0.210302734375,2.6,,,,shift
oracle__s3__T3__tau0.75__sig1.5,oracle,3,3.0,0.75,1.5,,20,0.9679618502665377,0.8621167261056858,0.256743740163461,25.95,0.26884765625,1.4,,,,shift
oracle__s3__T3__tau0.75__sig3,oracle,3,3.0,0.75,3.0,,20,0.9201836357235511,0.8424812206968628,0.26110476012666667,30.8,0.292822265625,1.35,,,,shift
oracle__s4__T3__tau0.75__sig0.75,oracle,4,3.0,0.75,0.75,,20,1.0,0.8479745178235335,0.18169950508011237,20.7,0.2013671875,2.2,,,,shift
oracle__s4__T3__tau0.75__sig1.5,oracle,4,3.0,0.75,1.5,,20,0.9768925179734987,0.8599662994262116,0.25570149180654217,25.95,0.26689453125,1.65,,,,shift
oracle__s4__T3__tau0.75__sig3,oracle,4,3.0,0.75,3.0,,20,0.9244716344979029,0.8525588722201768,0.26448148880205113,28.3,0.292041015625,1.95,,,,shift
oracle__s0__T4__tau0.75__sig0.75,oracle,0,4.0,0.75,0.75,,20,0.999742268041237,0.8761128445803343,0.19647983766627936,17.3,0.2240234375,2.8,,,,shift
oracle__s0__T4__tau0.75__sig1.5,oracle,0,4.0,0.75,1.5,,20,0.9283855163171669,0.884950887742536,0.25658024055682616,20.7,0.266748046875,2.0,,,,shift
oracle__s0__T4__tau0.75__sig3,oracle,0,4.0,0.75,3.0,,20,0.8626635586792453,0.8749292441400952,0.256790954123954,22.85,0.285595703125,1.75,,,,shift
oracle__s1__T4__tau0.75__sig0.75,oracle,1,4.0,0.75,0.75,,20,1.0,0.8772445838490611,0.1802471427623493,15.95,0.205908203125,2.6,,,,shift
oracle__s1__T4__tau0.75__sig1.5,oracle,1,4.0,0.75,1.5,,20,0.9666345027145177,0.8881487869132876,0.24787379721934796,19.4,0.2595703125,2.7,,,,shift
oracle__s1__T4__tau0.75__sig3,oracle,1,4.0,0.75,3.0,,20,0.9048887518395723,0.865309470790109,0.2497995636425117,24.3,0.2802734375,1.55,,,,shift
oracle__s2__T4__tau0.75__sig0.75,oracle,2,4.0,0.75,0.75,,20,0.9980337078651687,0.8746903512216537,0.18558301209962177,16.65,0.207373046875,3.2,,,,shift
oracle__s2__T4__tau0.75__sig1.5,oracle,2,4.0,0.75,1.5,,20,0.9346985743463954,0.8814604460456203,0.24574534847197524,20.5,0.265771484375,1.95,,,,shift
oracle__s2__T4__tau0.75__sig3,oracle,2,4.0,0.75,3.0,,20,0.8787218335049785,0.8643489641892126,0.24667031988476446,24.4,0.282763671875,2.15,,,,shift
oracle__s3__T4__tau0.75__sig0.75,oracle,3,4.0,0.75,0.75,,20,0.9985380116959064,0.8788695802068345,0.18820037218534186,16.1,0.208984375,2.45,,,,shift
oracle__s3__T4__tau0.75__sig1.5,oracle,3,4.0,0.75,1.5,,20,0.9557660625921729,0.8826921900609994,0.2528213060537451,21.15,0.268408203125,2.1,,,,shift
oracle__s3__T4__tau0.75__sig3,oracle,3,4.0,0.75,3.0,,20,0.8880401669580777,0.8729894272084042,0.2511130985734793,23.1,0.287548828125,1.55,,,,shift
oracle__s4__T4__tau0.75__sig0.75,oracle,4,4.0,0.75,0.75,,20,1.0,0.875963414250385,0.18173416242679358,16.3,0.2048828125,2.8,,,,shift
oracle__s4__T4__tau0.75__sig1.5,oracle,4,4.0,0.75,1.5,,20,0.9585039564913362,0.8859876970894478,0.24996695233432784,20.05,0.26103515625,2.6,,,,shift
oracle__s4__T4__tau0.75__sig3,oracle,4,4.0,0.75,3.0,,20,0.8828960975639755,0.8712046290648555,0.2513949837689855,23.15,0.284326171875,1.9,,,,shift
