run_id,agent,seed,temperature,tau,sigma,episodes,recall,precision,detections_per_joule,false_alarms,coverage,time_to_first_detection,ece,signed_calibration_error,accuracy,pool_split
random__s1__T0.3__tau0.7__sig1.5,random,1,0.3,0.7,1.5,20,0.1540031380306619,0.24905329667918,0.03911384606304473,75.15,0.168359375,34.15,,,,shift
random__s2__T0.3__tau0.7__sig1.5,random,2,0.3,0.7,1.5,20,0.17309982893937245,0.2716088169096932,0.04505298849840924,74.45,0.16845703125,14.25,,,,shift
random__s3__T0.3__tau0.7__sig1.5,random,3,0.3,0.7,1.5,20,0.13486488337254135,0.22719534943054137,0.03597795999632359,75.0,0.162451171875,27.0,,,,shift
random__s4__T0.3__tau0.7__sig1.5,random,4,0.3,0.7,1.5,20,0.18025292597151094,0.3003418627720394,0.048124714154838044,68.4,0.1625,27.35,,,,shift
random__s0__T0.5__tau0.7__sig1.5,random,0,0.5,0.7,1.5,20,0.14950601082953402,0.27096488902810434,0.04138390687527881,68.55,0.161083984375,11.05,,,,shift
random__s1__T0.5__tau0.7__sig1.5,random,1,0.5,0.7,1.5,20,0.1534022719173454,0.2566641711509655,0.03895747416980768,71.95,0.168359375,34.15,,,,shift
random__s2__T0.5__tau0.7__sig1.5,random,2,0.5,0.7,1.5,20,0.17158649507666696,0.27936827887048726,0.04466203501210651,70.85,0.16845703125,14.25,,,,shift
random__s3__T0.5__tau0.7__sig1.5,random,3,0.5,0.7,1.5,20,0.13463340189105985,0.23591761229226207,0.035899814497905996,71.45,0.162451171875,27.0,,,,shift
random__s4__T0.5__tau0.7__sig1.5,random,4,0.5,0.7,1.5,20,0.17951370065781752,0.3103598499774333,0.047968176047155246,64.6,0.1625,27.35,,,,shift
random__s0__T1__tau0.7__sig1.5,random,0,1.0,0.7,1.5,20,0.14870871607868313,0.2702345288699327,0.04114918568948287,68.2,0.161083984375,11.05,,,,shift
random__s1__T1__tau0.7__sig1.5,random,1,1.0,0.7,1.5,20,0.152319742384609,0.2578045494462771,0.03864460464499716,71.05,0.168359375,34.15,,,,shift
random__s2__T1__tau0.7__sig1.5,random,2,1.0,0.7,1.5,20,0.17081544455596395,0.27972128557218473,0.044505644607955405,70.55,0.16845703125,14.25,,,,shift
random__s3__T1__tau0.7__sig1.5,random,3,1.0,0.7,1.5,20,0.1334531808463157,0.23567027729269033,0.03558712518010423,70.5,0.162451171875,27.0,,,,shift
random__s4__T1__tau0.7__sig1.5,random,4,1.0,0.7,1.5,20,0.1790591411096079,0.3135807911434477,0.04788976360061142,63.7,0.1625,29.05,,,,shift
random__s0__T2__tau0.7__sig1.5,random,0,2.0,0.7,1.5,20,0.14594895343945638,0.2676505831187191,0.04044514848481106,68.2,0.161083984375,12.45,,,,shift
random__s1__T2__tau0.7__sig1.5,random,1,2.0,0.7,1.5,20,0.14784881999275024,0.2511176274141872,0.03739330071576756,71.35,0.168359375,34.15,,,,shift
random__s2__T2__tau0.7__sig1.5,random,2,2.0,0.7,1.5,20,0.16678164083840621,0.27017555217123257,0.04348905082839549,72.55,0.16845703125,14.8,,,,shift
random__s3__T2__tau0.7__sig1.5,random,3,2.0,0.7,1.5,20,0.12910694633131872,0.22642907990780015,0.034492066960546505,71.65,0.162451171875,27.0,,,,shift
random__s4__T2__tau0.7__sig1.5,random,4,2.0,0.7,1.5,20,0.17699504723000867,0.3074658432649867,0.047264059103123604,65.05,0.1625,29.1,,,,shift
random__s0__T3__tau0.7__sig1.5,random,0,3.0,0.7,1.5,20,0.14276441475660784,0.2578850221181128,0.03950642733555361,70.15,0.161083984375,12.65,,,,shift
random__s1__T3__tau0.7__sig1.5,random,1,3.0,0.7,1.5,20,0.14538896688158548,0.2396853420146837,0.036767796243379364,74.5,0.168359375,34.15,,,,shift
random__s2__T3__tau0.7__sig1.5,random,2,3.0,0.7,1.5,20,0.16156405300239124,0.25881414150729926,0.041924540647827926,74.6,0.16845703125,14.8,,,,shift
random__s3__T3__tau0.7__sig1.5,random,3,3.0,0.7,1.5,20,0.1263225031474605,0.2177042648005659,0.03370965618956824,74.05,0.162451171875,31.3,,,,shift
random__s4__T3__tau0.7__sig1.5,random,4,3.0,0.7,1.5,20,0.17349898627700383,0.29908329990564236,0.046325279396229345,66.55,0.1625,29.25,,,,shift
random__s0__T4__tau0.7__sig1.5,random,0,4.0,0.7,1.5,20,0.13828411732083934,0.24636854084076537,0.03833267347779592,71.95,0.161083984375,12.9,,,,shift
random__s1__T4__tau0.7__sig1.5,random,1,4.0,0.7,1.5,20,0.14133079969788537,0.23323576992704856,0.035672657546044775,75.05,0.168359375,34.3,,,,shift
random__s2__T4__tau0.7__sig1.5,random,2,4.0,0.7,1.5,20,0.15756393773054642,0.25121457383662193,0.040907485797871804,75.75,0.16845703125,14.95,,,,shift
random__s3__T4__tau0.7__sig1.5,random,3,4.0,0.7,1.5,20,0.123433651739039,0.21267238253427875,0.03292749549042913,75.15,0.162451171875,32.65,,,,shift
random__s4__T4__tau0.7__sig1.5,random,4,4.0,0.7,1.5,20,0.1697251898901077,0.28852917726161736,0.04530812290052369,68.95,0.1625,29.25,,,,shift
random__s0__T0.3__tau0.75__sig1.5,random,0,0.3,0.75,1.5,20,0.14950601082953402,0.2625494492000198,0.04138390687527881,71.6,0.161083984375,11.05,,,,shift
random__s1__T0.3__tau0.75__sig1.5,random,1,0.3,0.75,1.5,20,0.1534022719173454,0.2506492340206362,0.03895747416980768,74.25,0.168359375,34.15,,,,shift
random__s2__T0.3__tau0.75__sig1.5,random,2,0.3,0.75,1.5,20,0.17256095943087818,0.27320534045200623,0.044896578846594884,73.55,0.16845703125,14.25,,,,shift
random__s3__T0.3__tau0.75__sig1.5,random,3,0.3,0.75,1.5,20,0.1345758660315009,0.2280824251658823,0.03589973448943286,74.25,0.162451171875,27.0,,,,shift
random__s4__T0.3__tau0.75__sig1.5,random,4,0.3,0.75,1.5,20,0.17986831058689554,0.3035343010010642,0.048046376364706836,67.25,0.1625,27.35,,,,shift
random__s0__T0.5__tau0.75__sig1.5,random,0,0.5,0.75,1.5,20,0.14920480601025693,0.2736103726336264,0.04130565688380709,67.35,0.161083984375,11.05,,,,shift
random__s1__T0.5__tau0.75__sig1.5,random,1,0.5,0.75,1.5,20,0.1531115742429268,0.2598170957739895,0.03887921012723006,70.6,0.168359375,34.15,,,,shift
random__s2__T0.5__tau0.75__sig1.5,random,2,0.5,0.75,1.5,20,0.17100213432679365,0.28169947750975194,0.044505611336830495,69.8,0.16845703125,14.25,,,,shift
random__s3__T0.5__tau0.75__sig1.5,random,3,0.5,0.75,1.5,20,0.13463340189105985,0.23891641131736105,0.035899814497905996,69.9,0.162451171875,27.0,,,,shift
random__s4__T0.5__tau0.75__sig1.5,random,4,0.5,0.75,1.5,20,0.17951370065781752,0.3170175935593496,0.047968176047155246,62.7,0.1625,27.35,,,,shift
random__s0__T1__tau0.75__sig1.5,random,0,1.0,0.75,1.5,20,0.146115298083823,0.2773031389321079,0.0405231879862182,64.55,0.161083984375,12.45,,,,shift
random__s1__T1__tau0.75__sig1.5,random,1,1.0,0.75,1.5,20,0.15095173225949401,0.26394914695684246,0.038253641973067944,68.0,0.168359375,34.15,,,,shift
random__s2__T1__tau0.75__sig1.5,random,2,1.0,0.75,1.5,20,0.16724810497653797,0.2844969206901785,0.043645435526318235,67.2,0.16845703125,14.25,,,,shift
random__s3__T1__tau0.75__sig1.5,random,3,1.0,0.75,1.5,20,0.13217505073174943,0.2409559852261037,0.03527432016835293,67.6,0.162451171875,27.0,,,,shift
random__s4__T1__tau0.75__sig1.5,random,4,1.0,0.75,1.5,20,0.1781122347021752,0.3218152023873474,0.04757698084097768,60.9,0.1625,29.1,,,,shift
random__s0__T2__tau0.75__sig1.5,random,0,2.0,0.75,1.5,20,0.143802329956483,0.2738267655154302,0.03989763592534128,65.1,0.161083984375,12.75,,,,shift
random__s1__T2__tau0.75__sig1.5,random,1,2.0,0.75,1.5,20,0.14631629225297216,0.2581577592147189,0.037002485568121246,67.85,0.168359375,34.15,,,,shift
random__s2__T2__tau0.75__sig1.5,random,2,2.0,0.75,1.5,20,0.1646922757471198,0.2784675047020743,0.04286329966319711,68.7,0.16845703125,14.8,,,,shift
random__s3__T2__tau0.75__sig1.5,random,3,2.0,0.75,1.5,20,0.12717120748500454,0.23383590960174944,0.03394424645261368,67.65,0.162451171875,27.1,,,,shift
random__s4__T2__tau0.75__sig1.5,random,4,2.0,0.75,1.5,20,0.17430672991130394,0.31646910408490436,0.0465598195451099,61.1,0.1625,29.25,,,,shift
random__s0__T3__tau0.75__sig1.5,random,0,3.0,0.75,1.5,20,0.13817876339446267,0.26307659185769705,0.03833289543035409,65.95,0.161083984375,12.95,,,,shift
random__s1__T3__tau0.75__sig1.5,random,1,3.0,0.75,1.5,20,0.14129152342860724,0.2498864187489021,0.035672614496939196,68.25,0.168359375,34.3,,,,shift
random__s2__T3__tau0.75__sig1.5,random,2,3.0,0.75,1.5,20,0.15756393773054642,0.2690590950817452,0.040907485797871804,68.8,0.16845703125,14.95,,,,shift
random__s3__T3__tau0.75__sig1.5,random,3,3.0,0.75,1.5,20,0.12312500976373035,0.22755971392794688,0.032849264764626865,68.2,0.162451171875,32.65,,,,shift
random__s4__T3__tau0.75__sig1.5,random,4,3.0,0.75,1.5,20,0.16999075765567545,0.3073460089322463,0.04538631741241396,62.45,0.1625,29.25,,,,shift
random__s0__T4__tau0.75__sig1.5,random,0,4.0,0.75,1.5,20,0.1329843273400882,0.2539018443094885,0.036846480289599276,66.35,0.161083984375,12.9,,,,shift
random__s1__T4__tau0.75__sig1.5,random,1,4.0,0.75,1.5,20,0.1383428924334347,0.24641544835167778,0.034812418718439694,67.6,0.168359375,37.25,,,,shift
random__s2__T4__tau0.75__sig1.5,random,2,4.0,0.75,1.5,20,0.15156435354251813,0.26376314852261934,0.039499515211595795,68.7,0.16845703125,17.35,,,,shift
random__s3__T4__tau0.75__sig1.5,random,3,4.0,0.75,1.5,20,0.1190138680005591,0.21992188333687568,0.03175451942383033,69.25,0.162451171875,32.65,,,,shift
random__s4__T4__tau0.75__sig1.5,random,4,4.0,0.75,1.5,20,0.16666861226341623,0.3035771604187176,0.04444761776125277,62.5,0.1625,29.75,,,,shift
random__s0__T0.3__tau0.85__sig1.5,random,0,0.3,0.85,1.5,20,0.1486538459812749,0.27684039332390614,0.041149342891015114,66.0,0.161083984375,11.05,,,,shift
random__s1__T0.3__tau0.85__sig1.5,random,1,0.3,0.85,1.5,20,0.1531115742429268,0.2666204777901236,0.03887921012723006,68.15,0.168359375,34.15,,,,shift
random__s2__T0.3__tau0.85__sig1.5,random,2,0.3,0.85,1.5,20,0.17099358914414037,0.28761575720254423,0.04450562913253623,67.7,0.16845703125,14.25,,,,shift
random__s3__T0.3__tau0.85__sig1.5,random,3,0.3,0.85,1.5,20,0.13372324257471074,0.2425397118632763,0.035665181681545345,67.7,0.162451171875,27.0,,,,shift
random__s4__T0.3__tau0.85__sig1.5,random,4,0.3,0.85,1.5,20,0.17922468331677704,0.324795744495341,0.04788990822317536,60.45,0.1625,27.35,,,,shift
random__s0__T0.5__tau0.85__sig1.5,random,0,0.5,0.85,1.5,20,0.14774734382949756,0.28113119203961867,0.040914593607657555,64.0,0.161083984375,11.05,,,,shift
random__s1__T0.5__tau0.85__sig1.5,random,1,0.5,0.85,1.5,20,0.15208277555996444,0.26847415607023384,0.03856636942030585,66.9,0.168359375,34.15,,,,shift
random__s2__T0.5__tau0.85__sig1.5,random,2,0.5,0.85,1.5,20,0.1686225153238844,0.2894750882575106,0.04395820438841541,66.15,0.16845703125,14.25,,,,shift
random__s3__T0.5__tau0.85__sig1.5,random,3,0.5,0.85,1.5,20,0.1325430215299666,0.24638886446677746,0.03535249236374358,65.65,0.162451171875,27.0,,,,shift
random__s4__T0.5__tau0.85__sig1.5,random,4,0.5,0.85,1.5,20,0.17879032390530683,0.32758596519101396,0.04781158917578093,59.25,0.1625,29.05,,,,shift
random__s0__T1__tau0.85__sig1.5,random,0,1.0,0.85,1.5,20,0.1452834391784365,0.29416200571565876,0.040288701182349874,59.25,0.161083984375,12.45,,,,shift
random__s1__T1__tau0.85__sig1.5,random,1,1.0,0.85,1.5,20,0.14696105466244044,0.2763334803703194,0.03715865139482864,62.0,0.168359375,34.15,,,,shift
random__s2__T1__tau0.85__sig1.5,random,2,1.0,0.85,1.5,20,0.16470588979129158,0.2956862295044687,0.04294162539936476,62.6,0.16845703125,14.8,,,,shift
random__s3__T1__tau0.85__sig1.5,random,3,1.0,0.85,1.5,20,0.12828419005222516,0.24901214876546965,0.034257437747166844,62.6,0.162451171875,27.0,,,,shift
random__s4__T1__tau0.85__sig1.5,random,4,1.0,0.85,1.5,20,0.1767262300257076,0.33597342356694,0.04718588467829313,56.4,0.1625,29.1,,,,shift
random__s0__T2__tau0.85__sig1.5,random,0,2.0,0.85,1.5,20,0.13659349180743546,0.2893853484201188,0.037941536841911754,56.75,0.161083984375,13.05,,,,shift
random__s1__T2__tau0.85__sig1.5,random,1,2.0,0.85,1.5,20,0.1399634114721199,0.28026745347132476,0.035281500681469354,57.35,0.168359375,34.3,,,,shift
random__s2__T2__tau0.85__sig1.5,random,2,2.0,0.85,1.5,20,0.1542519923412025,0.2988539264067852,0.040125420819928176,57.7,0.16845703125,14.95,,,,shift
random__s3__T2__tau0.85__sig1.5,random,3,2.0,0.85,1.5,20,0.1225234924226899,0.25409160897899025,0.03269286267406848,58.2,0.162451171875,32.65,,,,shift
random__s4__T2__tau0.85__sig1.5,random,4,2.0,0.85,1.5,20,0.16909922982866377,0.33954184640474605,0.0451515982239926,52.95,0.1625,29.25,,,,shift
random__s0__T3__tau0.85__sig1.5,random,0,3.0,0.85,1.5,20,0.12606901926078423,0.2853760225321119,0.03504735322644935,53.55,0.161083984375,13.45,,,,shift
random__s1__T3__tau0.85__sig1.5,random,1,3.0,0.85,1.5,20,0.13044878882036304,0.28314974800154935,0.032934510083982495,52.55,0.168359375,37.55,,,,shift
random__s2__T3__tau0.85__sig1.5,random,2,3.0,0.85,1.5,20,0.14460900662978401,0.29638896653406804,0.03762214014367782,55.15,0.16845703125,17.45,,,,shift
random__s3__T3__tau0.85__sig1.5,random,3,3.0,0.85,1.5,20,0.11312639401680616,0.24627536758553809,0.03019024107941084,56.25,0.162451171875,33.95,,,,shift
random__s4__T3__tau0.85__sig1.5,random,4,3.0,0.85,1.5,20,0.16206911147179243,0.3398456052050799,0.04319565146321766,50.3,0.1625,29.85,,,,shift
random__s0__T4__tau0.85__sig1.5,random,0,4.0,0.85,1.5,20,0.11930144820668762,0.27628962789270917,0.033090750675278724,53.0,0.161083984375,14.15,,,,shift
random__s1__T4__tau0.85__sig1.5,random,1,4.0,0.85,1.5,20,0.12216543242849502,0.27019332491913406,0.030978807138482396,52.75,0.168359375,39.35,,,,shift
random__s2__T4__tau0.85__sig1.5,random,2,4.0,0.85,1.5,20,0.13575232003311216,0.28301547700456536,0.03535392363192406,55.8,0.16845703125,20.1,,,,shift
random__s3__T4__tau0.85__sig1.5,random,3,4.0,0.85,1.5,20,0.10676583426486282,0.24012230520906636,0.02846967778888391,55.3,0.162451171875,33.95,,,,shift
random__s4__T4__tau0.85__sig1.5,random,4,4.0,0.85,1.5,20,0.1489303903648207,0.3251286155048688,0.03959641992370032,49.95,0.1625,30.0,,,,shift
random__s0__T0.3__tau0.9__sig1.5,random,0,0.3,0.9,1.5,20,0.14812294710487045,0.27964033965392865,0.0409928472650072,64.65,0.161083984375,11.05,,,,shift
random__s1__T0.3__tau0.9__sig1.5,random,1,0.3,0.9,1.5,20,0.15287901610339188,0.2706236560905121,0.03880098678187932,66.55,0.168359375,34.15,,,,shift
random__s2__T0.3__tau0.9__sig1.5,random,2,0.3,0.9,1.5,20,0.16987471220268277,0.2918162553117302,0.044271143041434875,65.9,0.16845703125,14.25,,,,shift
random__s3__T0.3__tau0.9__sig1.5,random,3,0.3,0.9,1.5,20,0.13317926109322928,0.2463611319910895,0.035508859599460096,66.0,0.162451171875,27.0,,,,shift
random__s4__T0.3__tau0.9__sig1.5,random,4,0.3,0.9,1.5,20,0.17922468331677704,0.32889569775235483,0.04788990822317536,59.2,0.1625,27.35,,,,shift
random__s0__T0.5__tau0.9__sig1.5,random,0,0.5,0.9,1.5,20,0.1455694400956573,0.28785786507320216,0.0403667203919225,61.0,0.161083984375,12.45,,,,shift
random__s1__T0.5__tau0.9__sig1.5,random,1,0.5,0.9,1.5,20,0.15095173225949401,0.2786748587297701,0.038253641973067944,62.85,0.168359375,34.15,,,,shift
random__s2__T0.5__tau0.9__sig1.5,random,2,0.5,0.9,1.5,20,0.16691697914872342,0.29627570699213424,0.04356726631289036,63.2,0.16845703125,14.25,,,,shift
random__s3__T0.5__tau0.9__sig1.5,random,3,0.5,0.9,1.5,20,0.13157739141540034,0.2514977574633826,0.035117863935659924,63.15,0.162451171875,27.0,,,,shift
random__s4__T0.5__tau0.9__sig1.5,random,4,0.5,0.9,1.5,20,0.1778434174978741,0.3361859970591596,0.04749880641614719,56.6,0.1625,29.1,,,,shift
random__s0__T1__tau0.9__sig1.5,random,0,1.0,0.9,1.5,20,0.14267495128868343,0.3030214894240285,0.03958458825565062,55.45,0.161083984375,12.75,,,,shift
random__s1__T1__tau0.9__sig1.5,random,1,1.0,0.9,1.5,20,0.1460460219827019,0.28695037412950136,0.03692422657392119,58.2,0.168359375,34.15,,,,shift
random__s2__T1__tau0.9__sig1.5,random,2,1.0,0.9,1.5,20,0.16256169443001708,0.30732303119518267,0.04239415177871979,58.45,0.16845703125,14.8,,,,shift
random__s3__T1__tau0.9__sig1.5,random,3,1.0,0.9,1.5,20,0.12688219014396407,0.25839924170839484,0.033866020945722955,58.85,0.162451171875,27.1,,,,shift
random__s4__T1__tau0.9__sig1.5,random,4,1.0,0.9,1.5,20,0.17403791270700286,0.34939899791884266,0.04648164512027941,51.9,0.1625,29.25,,,,shift
random__s0__T2__tau0.9__sig1.5,random,0,2.0,0.9,1.5,20,0.13105911014717742,0.30779714916977835,0.036376948099429415,49.4,0.161083984375,13.05,,,,shift
random__s1__T2__tau0.9__sig1.5,random,1,2.0,0.9,1.5,20,0.13750568139482316,0.3076333195942563,0.03457761740786512,48.8,0.168359375,37.25,,,,shift
random__s2__T2__tau0.9__sig1.5,random,2,2.0,0.9,1.5,20,0.14920546172313226,0.3211263593593315,0.038952099503138604,50.25,0.16845703125,17.35,,,,shift
random__s3__T2__tau0.9__sig1.5,random,3,2.0,0.9,1.5,20,0.11798131617676003,0.26916741313065184,0.03151979379600676,51.95,0.162451171875,32.7,,,,shift
random__s4__T2__tau0.9__sig1.5,random,4,2.0,0.9,1.5,20,0.16604265220197229,0.3658806100566318,0.04429109308472168,45.7,0.1625,29.75,,,,shift
random__s0__T3__tau0.9__sig1.5,random,0,3.0,0.9,1.5,20,0.12022686965799137,0.30388363633140597,0.03332550177688498,46.3,0.161083984375,13.9,,,,shift
random__s1__T3__tau0.9__sig1.5,random,1,3.0,0.9,1.5,20,0.124130000284623,0.3046776932437795,0.031369907871344735,45.0,0.168359375,39.35,,,,shift
random__s2__T3__tau0.9__sig1.5,random,2,3.0,0.9,1.5,20,0.1355397608531617,0.3184504452456727,0.0354321887390416,46.8,0.16845703125,20.1,,,,shift
random__s3__T3__tau0.9__sig1.5,random,3,3.0,0.9,1.5,20,0.10720337706836994,0.26374119957531195,0.028625994178371084,48.7,0.162451171875,34.0,,,,shift
random__s4__T3__tau0.9__sig1.5,random,4,3.0,0.9,1.5,20,0.15121777871995853,0.3552304550310809,0.04014425767286309,43.6,0.1625,30.0,,,,shift
random__s0__T4__tau0.9__sig1.5,random,0,4.0,0.9,1.5,20,0.10676725601197883,0.28728416960138003,0.02980428895820758,45.05,0.161083984375,14.95,,,,shift
random__s1__T4__tau0.9__sig1.5,random,1,4.0,0.9,1.5,20,0.11277245071373643,0.28481253962544767,0.028475558997771794,45.05,0.168359375,39.35,,,,shift
random__s2__T4__tau0.9__sig1.5,random,2,4.0,0.9,1.5,20,0.12316245838459827,0.29644852554396484,0.03199034108980407,47.25,0.16845703125,20.5,,,,shift
random__s3__T4__tau0.9__sig1.5,random,3,4.0,0.9,1.5,20,0.0988706647860451,0.2556020011092582,0.02643600978721683,47.3,0.162451171875,39.45,,,,shift
random__s4__T4__tau0.9__sig1.5,random,4,4.0,0.9,1.5,20,0.1362140578455685,0.33509148136422406,0.03607523057174113,43.6,0.1625,33.75,,,,shift
greedy_entropy__s0__T0.3__tau0.55__sig1.5,greedy_entropy,0,0.3,0.55,1.5,20,0.27778708017322284,0.29483995523483203,0.0773669506441546,116.4,0.31142578125,12.65,,,,shift
greedy_entropy__s1__T0.3__tau0.55__sig1.5,greedy_entropy,1,0.3,0.55,1.5,20,0.31649707985026126,0.31206393452785325,0.08065275048197248,112.6,0.3109375,7.9,,,,shift
greedy_entropy__s2__T0.3__tau0.55__sig1.5,greedy_entropy,2,0.3,0.55,1.5,20,0.31241432583238976,0.3133501651781284,0.08401555954200693,115.65,0.314404296875,9.0,,,,shift
greedy_entropy__s3__T0.3__tau0.55__sig1.5,greedy_entropy,3,0.3,0.55,1.5,20,0.27954908939491185,0.28699749804454316,0.07533378908031424,118.85,0.315576171875,10.15,,,,shift
greedy_entropy__s4__T0.3__tau0.55__sig1.5,greedy_entropy,4,0.3,0.55,1.5,20,0.29422531416117587,0.30092589413131493,0.07913158634131978,114.05,0.312451171875,21.05,,,,shift
greedy_entropy__s0__T0.5__tau0.55__sig1.5,greedy_entropy,0,0.5,0.55,1.5,20,0.2347261147657239,0.2632799686322044,0.06628092588272844,116.55,0.294287109375,7.95,,,,shift
greedy_entropy__s1__T0.5__tau0.55__sig1.5,greedy_entropy,1,0.5,0.55,1.5,20,0.2810753450605371,0.2869760455981123,0.07337926942679482,112.75,0.297119140625,11.8,,,,shift
greedy_entropy__s2__T0.5__tau0.55__sig1.5,greedy_entropy,2,0.5,0.55,1.5,20,0.2588492864984991,0.279265557005488,0.07025408746170667,113.7,0.29814453125,9.0,,,,shift
greedy_entropy__s3__T0.5__tau0.55__sig1.5,greedy_entropy,3,0.5,0.55,1.5,20,0.2696454976706119,0.28246142995980217,0.07254637095776004,115.55,0.2986328125,9.8,,,,shift
greedy_entropy__s4__T0.5__tau0.55__sig1.5,greedy_entropy,4,0.5,0.55,1.5,20,0.2741384092149311,0.28373354913495435,0.07274997747445681,114.0,0.301513671875,9.55,,,,shift
greedy_entropy__s0__T1__tau0.55__sig1.5,greedy_entropy,0,1.0,0.55,1.5,20,0.25894154462626406,0.3003181540538868,0.07331719618097675,106.5,0.254296875,15.1,,,,shift
greedy_entropy__s1__T1__tau0.55__sig1.5,greedy_entropy,1,1.0,0.55,1.5,20,0.2577698627074877,0.2830821803275089,0.06753906066751372,105.5,0.2466796875,10.55,,,,shift
greedy_entropy__s2__T1__tau0.55__sig1.5,greedy_entropy,2,1.0,0.55,1.5,20,0.2386202945351866,0.26936255921374586,0.06353087471723796,107.95,0.248974609375,17.2,,,,shift
greedy_entropy__s3__T1__tau0.55__sig1.5,greedy_entropy,3,1.0,0.55,1.5,20,0.23432625498697934,0.26343073813400764,0.06157471862969861,107.55,0.242724609375,24.25,,,,shift
greedy_entropy__s4__T1__tau0.55__sig1.5,greedy_entropy,4,1.0,0.55,1.5,20,0.2063376028162883,0.2414761991116766,0.05555019274334675,108.75,0.240966796875,7.75,,,,shift
greedy_entropy__s0__T2__tau0.55__sig1.5,greedy_entropy,0,2.0,0.55,1.5,20,0.17995985653775476,0.22552315342947896,0.05046032090605919,107.05,0.196044921875,12.0,,,,shift
greedy_entropy__s1__T2__tau0.55__sig1.5,greedy_entropy,1,2.0,0.55,1.5,20,0.18034139630597665,0.2134551508073736,0.04687317624657551,108.25,0.1931640625,14.75,,,,shift
greedy_entropy__s2__T2__tau0.55__sig1.5,greedy_entropy,2,2.0,0.55,1.5,20,0.1895332442959972,0.22715221296462107,0.051413932871329934,109.4,0.198388671875,21.0,,,,shift
greedy_entropy__s3__T2__tau0.55__sig1.5,greedy_entropy,3,2.0,0.55,1.5,20,0.1819705279958899,0.22560132040503406,0.04992718054307292,107.1,0.194287109375,47.8,,,,shift
greedy_entropy__s4__T2__tau0.55__sig1.5,greedy_entropy,4,2.0,0.55,1.5,20,0.1811129979366842,0.2152927576044362,0.047892471091220065,108.5,0.194970703125,13.1,,,,shift
greedy_entropy__s0__T3__tau0.55__sig1.5,greedy_entropy,0,3.0,0.55,1.5,20,0.17151323492890158,0.21358118882647456,0.048358384349759205,111.45,0.170849609375,17.85,,,,shift
greedy_entropy__s1__T3__tau0.55__sig1.5,greedy_entropy,1,3.0,0.55,1.5,20,0.17957765885238583,0.20838776016474406,0.047420894063546194,113.2,0.170654296875,27.0,,,,shift
greedy_entropy__s2__T3__tau0.55__sig1.5,greedy_entropy,2,3.0,0.55,1.5,20,0.16464004938955562,0.1915415602614441,0.043498060913942135,114.55,0.1720703125,27.3,,,,shift
greedy_entropy__s3__T3__tau0.55__sig1.5,greedy_entropy,3,3.0,0.55,1.5,20,0.15875200339118178,0.19038938381129894,0.04311187589747113,115.4,0.171728515625,17.15,,,,shift
greedy_entropy__s4__T3__tau0.55__sig1.5,greedy_entropy,4,3.0,0.55,1.5,20,0.1738683423821633,0.20198061699072026,0.04514168015589526,113.1,0.168017578125,22.55,,,,shift
greedy_entropy__s0__T4__tau0.55__sig1.5,greedy_entropy,0,4.0,0.55,1.5,20,0.13752385488067834,0.17094712799138442,0.03880162406375959,118.9,0.156884765625,28.0,,,,shift
greedy_entropy__s1__T4__tau0.55__sig1.5,greedy_entropy,1,4.0,0.55,1.5,20,0.16887326082250437,0.1883246297324876,0.043579830220446515,118.85,0.158642578125,25.15,,,,shift
greedy_entropy__s2__T4__tau0.55__sig1.5,greedy_entropy,2,4.0,0.55,1.5,20,0.14149240691577197,0.16887379176322254,0.0391168327103613,120.9,0.1564453125,17.6,,,,shift
greedy_entropy__s3__T4__tau0.55__sig1.5,greedy_entropy,3,4.0,0.55,1.5,20,0.16277075490788762,0.1882904294730113,0.04357408105394896,119.3,0.160546875,19.3,,,,shift
greedy_entropy__s4__T4__tau0.55__sig1.5,greedy_entropy,4,4.0,0.55,1.5,20,0.17577175837634895,0.19741219180850023,0.0456806637772194,117.5,0.15810546875,19.15,,,,shift
greedy_entropy__s0__T0.3__tau0.6__sig1.5,greedy_entropy,0,0.3,0.6,1.5,20,0.27778708017322284,0.2966160650940626,0.0773669506441546,115.25,0.31142578125,12.65,,,,shift
greedy_entropy__s1__T0.3__tau0.6__sig1.5,greedy_entropy,1,0.3,0.6,1.5,20,0.31649707985026126,0.314064649293449,0.08065275048197248,111.55,0.3109375,7.9,,,,shift
greedy_entropy__s2__T0.3__tau0.6__sig1.5,greedy_entropy,2,0.3,0.6,1.5,20,0.31219973355771163,0.3156532426709691,0.08393726125724363,114.35,0.314404296875,9.0,,,,shift
greedy_entropy__s3__T0.3__tau0.6__sig1.5,greedy_entropy,3,0.3,0.6,1.5,20,0.27954908939491185,0.28951388931567956,0.07533378908031424,117.3,0.315576171875,10.15,,,,shift
greedy_entropy__s4__T0.3__tau0.6__sig1.5,greedy_entropy,4,0.3,0.6,1.5,20,0.29393119651411703,0.3023170906837968,0.07905332229874215,113.1,0.312451171875,21.05,,,,shift
greedy_entropy__s0__T0.5__tau0.6__sig1.5,greedy_entropy,0,0.5,0.6,1.5,20,0.2347261147657239,0.2653321792233513,0.06628092588272844,115.25,0.294287109375,7.95,,,,shift
greedy_entropy__s1__T0.5__tau0.6__sig1.5,greedy_entropy,1,0.5,0.6,1.5,20,0.28078464738611847,0.28820411849823524,0.07330101871433209,111.95,0.297119140625,11.9,,,,shift
