run_id,agent,seed,temperature,tau,sigma,episodes,recall,precision,detections_per_joule,false_alarms,coverage,time_to_first_detection,ece,signed_calibration_error,accuracy,pool_split
lawnmower__s0__T4__tau0.75__sig1.5,lawnmower,0,4.0,0.75,1.5,20,0.2777892585508421,0.5203260465063776,0.07832080200501193,44.3,0.390625,11.35,,,,shift
lawnmower__s1__T4__tau0.75__sig1.5,lawnmower,1,4.0,0.75,1.5,20,0.2594625594263249,0.49356704149639147,0.06774749373433533,42.1,0.390625,11.35,,,,shift
lawnmower__s2__T4__tau0.75__sig1.5,lawnmower,2,4.0,0.75,1.5,20,0.2787339617347496,0.5087598225916541,0.07495300751879644,44.4,0.390625,16.7,,,,shift
lawnmower__s3__T4__tau0.75__sig1.5,lawnmower,3,4.0,0.75,1.5,20,0.2688190874851745,0.49908247600132355,0.07166353383458593,44.2,0.390625,8.8,,,,shift
lawnmower__s4__T4__tau0.75__sig1.5,lawnmower,4,4.0,0.75,1.5,20,0.24463249982624805,0.47155584876975043,0.06508458646616491,44.2,0.390625,10.85,,,,shift
lawnmower__s0__T0.3__tau0.85__sig1.5,lawnmower,0,0.3,0.85,1.5,20,0.3621305272187657,0.35227280250183124,0.10220864661654061,116.9,0.390625,10.15,,,,shift
lawnmower__s1__T0.3__tau0.85__sig1.5,lawnmower,1,0.3,0.85,1.5,20,0.33448124864549766,0.3163364187406198,0.08732769423558832,117.4,0.390625,10.4,,,,shift
lawnmower__s2__T0.3__tau0.85__sig1.5,lawnmower,2,0.3,0.85,1.5,20,0.375638120396841,0.3523258811949602,0.10072055137844538,115.45,0.390625,9.1,,,,shift
lawnmower__s3__T0.3__tau0.85__sig1.5,lawnmower,3,0.3,0.85,1.5,20,0.35418785081985693,0.3329605161089114,0.09468984962405945,118.65,0.390625,6.7,,,,shift
lawnmower__s4__T0.3__tau0.85__sig1.5,lawnmower,4,0.3,0.85,1.5,20,0.3299536766257359,0.3185034621196196,0.08779761904761837,116.45,0.390625,9.75,,,,shift
lawnmower__s0__T0.5__tau0.85__sig1.5,lawnmower,0,0.5,0.85,1.5,20,0.35564995792910437,0.3616644436406329,0.10032894736842031,110.05,0.390625,10.15,,,,shift
lawnmower__s1__T0.5__tau0.85__sig1.5,lawnmower,1,0.5,0.85,1.5,20,0.33032994131641247,0.3272548512135728,0.08630952380952317,110.3,0.390625,10.4,,,,shift
lawnmower__s2__T0.5__tau0.85__sig1.5,lawnmower,2,0.5,0.85,1.5,20,0.37010841959015855,0.36252432648352945,0.09923245614035014,108.8,0.390625,9.3,,,,shift
lawnmower__s3__T0.5__tau0.85__sig1.5,lawnmower,3,0.5,0.85,1.5,20,0.3493487784390265,0.3441817433085182,0.09335839598997425,111.25,0.390625,6.7,,,,shift
lawnmower__s4__T0.5__tau0.85__sig1.5,lawnmower,4,0.5,0.85,1.5,20,0.32273706343192254,0.3250736178416004,0.08583959899749309,110.4,0.390625,9.85,,,,shift
lawnmower__s0__T1__tau0.85__sig1.5,lawnmower,0,1.0,0.85,1.5,20,0.3378412282579819,0.3948639757442913,0.09539473684210455,90.5,0.390625,10.25,,,,shift
lawnmower__s1__T1__tau0.85__sig1.5,lawnmower,1,1.0,0.85,1.5,20,0.31049852873103134,0.35575819966067934,0.08114035087719237,90.8,0.390625,10.4,,,,shift
lawnmower__s2__T1__tau0.85__sig1.5,lawnmower,2,1.0,0.85,1.5,20,0.34840109747632836,0.38815318855184383,0.09343671679197926,91.6,0.390625,9.35,,,,shift
lawnmower__s3__T1__tau0.85__sig1.5,lawnmower,3,1.0,0.85,1.5,20,0.33080372056022433,0.3727132066600102,0.08842418546365849,92.6,0.390625,7.15,,,,shift
lawnmower__s4__T1__tau0.85__sig1.5,lawnmower,4,1.0,0.85,1.5,20,0.3081443041291197,0.3575885056310669,0.08184523809523749,90.9,0.390625,10.05,,,,shift
lawnmower__s0__T2__tau0.85__sig1.5,lawnmower,0,2.0,0.85,1.5,20,0.2997273414207773,0.45626767928042256,0.08458646616541292,62.1,0.390625,10.4,,,,shift
lawnmower__s1__T2__tau0.85__sig1.5,lawnmower,1,2.0,0.85,1.5,20,0.2778099452577246,0.418241822802493,0.0726817042606511,61.75,0.390625,10.8,,,,shift
lawnmower__s2__T2__tau0.85__sig1.5,lawnmower,2,2.0,0.85,1.5,20,0.30113548498767484,0.44292590212702143,0.08067042606516231,62.7,0.390625,16.0,,,,shift
lawnmower__s3__T2__tau0.85__sig1.5,lawnmower,3,2.0,0.85,1.5,20,0.2906794224505943,0.43591483196647085,0.07761591478696685,62.05,0.390625,8.2,,,,shift
lawnmower__s4__T2__tau0.85__sig1.5,lawnmower,4,2.0,0.85,1.5,20,0.26829248464676886,0.41221469110985404,0.07158521303258092,62.35,0.390625,10.25,,,,shift
lawnmower__s0__T3__tau0.85__sig1.5,lawnmower,0,3.0,0.85,1.5,20,0.2504550116053043,0.5766396412374636,0.07041040100250574,31.8,0.390625,13.8,,,,shift
lawnmower__s1__T3__tau0.85__sig1.5,lawnmower,1,3.0,0.85,1.5,20,0.23096639514816136,0.5494409970945667,0.06046365914786922,29.55,0.390625,13.2,,,,shift
lawnmower__s2__T3__tau0.85__sig1.5,lawnmower,2,3.0,0.85,1.5,20,0.25050460605603664,0.565568258205988,0.06704260651629022,31.7,0.390625,17.4,,,,shift
lawnmower__s3__T3__tau0.85__sig1.5,lawnmower,3,3.0,0.85,1.5,20,0.23899914221603838,0.5510999767554954,0.06383145363408474,31.45,0.390625,9.6,,,,shift
lawnmower__s4__T3__tau0.85__sig1.5,lawnmower,4,3.0,0.85,1.5,20,0.22343194192420826,0.5249356239240387,0.05944548872180407,32.3,0.390625,12.0,,,,shift
lawnmower__s0__T4__tau0.85__sig1.5,lawnmower,0,4.0,0.85,1.5,20,0.1913552250182487,0.6504804289365173,0.0537280701754382,17.65,0.390625,16.2,,,,shift
lawnmower__s1__T4__tau0.85__sig1.5,lawnmower,1,4.0,0.85,1.5,20,0.18191109309676137,0.6375849823630807,0.048088972431077334,15.75,0.390625,16.4,,,,shift
lawnmower__s2__T4__tau0.85__sig1.5,lawnmower,2,4.0,0.85,1.5,20,0.19398649432158196,0.6451491913627333,0.05216165413533795,17.35,0.390625,19.35,,,,shift
lawnmower__s3__T4__tau0.85__sig1.5,lawnmower,3,4.0,0.85,1.5,20,0.19278395361294168,0.6507283947333539,0.051535087719297865,16.55,0.390625,11.0,,,,shift
lawnmower__s4__T4__tau0.85__sig1.5,lawnmower,4,4.0,0.85,1.5,20,0.1778551250107653,0.6223210428674996,0.04730576441102722,16.8,0.390625,16.9,,,,shift
lawnmower__s0__T0.3__tau0.9__sig1.5,lawnmower,0,0.3,0.9,1.5,20,0.36090683515160726,0.3577734295756583,0.10181704260651554,113.65,0.390625,10.15,,,,shift
lawnmower__s1__T0.3__tau0.9__sig1.5,lawnmower,1,0.3,0.9,1.5,20,0.33415445125987675,0.3228464327056728,0.08724937343358333,113.8,0.390625,10.4,,,,shift
lawnmower__s2__T0.3__tau0.9__sig1.5,lawnmower,2,0.3,0.9,1.5,20,0.37365280251882743,0.35747195832000134,0.1001723057644103,112.3,0.390625,9.1,,,,shift
lawnmower__s3__T0.3__tau0.9__sig1.5,lawnmower,3,0.3,0.9,1.5,20,0.3531267724121567,0.33947628183926776,0.09437656641603939,114.8,0.390625,6.7,,,,shift
lawnmower__s4__T0.3__tau0.9__sig1.5,lawnmower,4,0.3,0.9,1.5,20,0.3284455106782161,0.32298681305280585,0.08732769423558831,113.45,0.390625,9.75,,,,shift
lawnmower__s0__T0.5__tau0.9__sig1.5,lawnmower,0,0.5,0.9,1.5,20,0.34842191540680756,0.3763702046710467,0.09829260651628999,101.2,0.390625,10.25,,,,shift
lawnmower__s1__T0.5__tau0.9__sig1.5,lawnmower,1,0.5,0.9,1.5,20,0.3218450742345139,0.3370659920529158,0.08411654135338283,102.55,0.390625,10.4,,,,shift
lawnmower__s2__T0.5__tau0.9__sig1.5,lawnmower,2,0.5,0.9,1.5,20,0.3612953964497002,0.3727608834954407,0.09696115288220479,101.45,0.390625,9.3,,,,shift
lawnmower__s3__T0.5__tau0.9__sig1.5,lawnmower,3,0.5,0.9,1.5,20,0.34276117403324263,0.3559090425339537,0.09163533834586399,103.4,0.390625,6.7,,,,shift
lawnmower__s4__T0.5__tau0.9__sig1.5,lawnmower,4,0.5,0.9,1.5,20,0.31703638665964246,0.3389861128374218,0.08427318295739285,101.5,0.390625,9.85,,,,shift
lawnmower__s0__T1__tau0.9__sig1.5,lawnmower,0,1.0,0.9,1.5,20,0.3264803206292811,0.41092394082248784,0.09218358395989905,81.55,0.390625,10.3,,,,shift
lawnmower__s1__T1__tau0.9__sig1.5,lawnmower,1,1.0,0.9,1.5,20,0.2987834155040243,0.36915341092051546,0.0780858395989969,82.3,0.390625,10.4,,,,shift
lawnmower__s2__T1__tau0.9__sig1.5,lawnmower,2,1.0,0.9,1.5,20,0.3331331828162328,0.4007018969167021,0.08912907268170359,82.95,0.390625,9.4,,,,shift
lawnmower__s3__T1__tau0.9__sig1.5,lawnmower,3,1.0,0.9,1.5,20,0.31759501661832845,0.387204272453921,0.08474310776942293,83.2,0.390625,7.45,,,,shift
lawnmower__s4__T1__tau0.9__sig1.5,lawnmower,4,1.0,0.9,1.5,20,0.295196332833149,0.37110744355218567,0.07839912280701697,82.2,0.390625,10.05,,,,shift
lawnmower__s0__T2__tau0.9__sig1.5,lawnmower,0,2.0,0.9,1.5,20,0.2777892585508421,0.5203260465063776,0.07832080200501193,44.3,0.390625,11.35,,,,shift
lawnmower__s1__T2__tau0.9__sig1.5,lawnmower,1,2.0,0.9,1.5,20,0.2594625594263249,0.49356704149639147,0.06774749373433533,42.1,0.390625,11.35,,,,shift
lawnmower__s2__T2__tau0.9__sig1.5,lawnmower,2,2.0,0.9,1.5,20,0.2787339617347496,0.5087598225916541,0.07495300751879644,44.4,0.390625,16.7,,,,shift
lawnmower__s3__T2__tau0.9__sig1.5,lawnmower,3,2.0,0.9,1.5,20,0.2688190874851745,0.49908247600132355,0.07166353383458593,44.2,0.390625,8.8,,,,shift
lawnmower__s4__T2__tau0.9__sig1.5,lawnmower,4,2.0,0.9,1.5,20,0.24463249982624805,0.47155584876975043,0.06508458646616491,44.2,0.390625,10.85,,,,shift
lawnmower__s0__T3__tau0.9__sig1.5,lawnmower,0,3.0,0.9,1.5,20,0.20489771162153256,0.6570134834577359,0.057487468671678775,18.35,0.390625,15.85,,,,shift
lawnmower__s1__T3__tau0.9__sig1.5,lawnmower,1,3.0,0.9,1.5,20,0.19025677277713957,0.6391349038303626,0.05012531328320764,16.45,0.390625,15.75,,,,shift
lawnmower__s2__T3__tau0.9__sig1.5,lawnmower,2,3.0,0.9,1.5,20,0.20876640896298282,0.657856932461331,0.05592105263157854,17.65,0.390625,18.45,,,,shift
lawnmower__s3__T3__tau0.9__sig1.5,lawnmower,3,3.0,0.9,1.5,20,0.2036803383374437,0.6450220094354946,0.05443295739348329,17.85,0.390625,9.8,,,,shift
lawnmower__s4__T3__tau0.9__sig1.5,lawnmower,4,3.0,0.9,1.5,20,0.18592003951242064,0.6223862669236335,0.04942042606516253,17.75,0.390625,16.6,,,,shift
lawnmower__s0__T4__tau0.9__sig1.5,lawnmower,0,4.0,0.9,1.5,20,0.1377744643285174,0.7527983051529168,0.03884711779448592,7.8,0.390625,21.35,,,,shift
lawnmower__s1__T4__tau0.9__sig1.5,lawnmower,1,4.0,0.9,1.5,20,0.1281918943700816,0.7251530720736824,0.03399122807017519,7.3,0.390625,25.15,,,,shift
lawnmower__s2__T4__tau0.9__sig1.5,lawnmower,2,4.0,0.9,1.5,20,0.13475954721407565,0.734719553909865,0.03610588972431051,7.9,0.390625,22.45,,,,shift
lawnmower__s3__T4__tau0.9__sig1.5,lawnmower,3,4.0,0.9,1.5,20,0.14073476452176875,0.7674961997067471,0.03743734335839571,6.8,0.390625,20.35,,,,shift
lawnmower__s4__T4__tau0.9__sig1.5,lawnmower,4,4.0,0.9,1.5,20,0.13076949674470636,0.7333917109769813,0.03500939849624034,7.2,0.390625,25.9,,,,shift
random__s0__T0.3__tau0.55__sig1.5,random,0,0.3,0.55,1.5,20,0.15077196656528177,0.25681093692432067,0.04177512174502751,74.7,0.161083984375,10.45,,,,shift
random__s1__T0.3__tau0.55__sig1.5,random,1,0.3,0.55,1.5,20,0.1549407490491627,0.24479673318796946,0.03934861262395601,77.45,0.168359375,34.15,,,,shift
random__s2__T0.3__tau0.55__sig1.5,random,2,0.3,0.55,1.5,20,0.1749127856468276,0.2681388807428439,0.045522263355896916,76.75,0.16845703125,14.25,,,,shift
random__s3__T0.3__tau0.55__sig1.5,random,3,0.3,0.55,1.5,20,0.13602746068957866,0.22369644309876224,0.03629096252215085,77.35,0.162451171875,25.6,,,,shift
random__s4__T0.3__tau0.55__sig1.5,random,4,0.3,0.55,1.5,20,0.18025292597151094,0.2938083258745661,0.048124714154838044,70.7,0.1625,27.35,,,,shift
random__s0__T0.5__tau0.55__sig1.5,random,0,0.5,0.55,1.5,20,0.15085537713062006,0.26378625039780335,0.04177524840627171,72.05,0.161083984375,10.45,,,,shift
random__s1__T0.5__tau0.55__sig1.5,random,1,0.5,0.55,1.5,20,0.15467047877889242,0.2486540397044978,0.039270353629755964,75.65,0.168359375,34.15,,,,shift
random__s2__T0.5__tau0.55__sig1.5,random,2,0.5,0.55,1.5,20,0.1749712840154118,0.27549735089097777,0.045600471770300556,74.2,0.16845703125,14.25,,,,shift
random__s3__T0.5__tau0.55__sig1.5,random,3,0.5,0.55,1.5,20,0.13573676301516005,0.2289429288044714,0.03621280660655715,75.15,0.162451171875,25.65,,,,shift
random__s4__T0.5__tau0.55__sig1.5,random,4,0.5,0.55,1.5,20,0.180521743175812,0.3000327097236214,0.04820288857966853,68.25,0.1625,27.35,,,,shift
random__s0__T1__tau0.55__sig1.5,random,0,1.0,0.55,1.5,20,0.15085537713062006,0.2579213627735052,0.04177524840627171,74.3,0.161083984375,10.45,,,,shift
random__s1__T1__tau0.55__sig1.5,random,1,1.0,0.55,1.5,20,0.15423569617019678,0.24418501072027174,0.039192069408395466,77.6,0.168359375,34.15,,,,shift
random__s2__T1__tau0.55__sig1.5,random,2,1.0,0.55,1.5,20,0.17396167718388716,0.268969976755257,0.0452876205880889,76.1,0.16845703125,14.25,,,,shift
random__s3__T1__tau0.55__sig1.5,random,3,1.0,0.55,1.5,20,0.13513226305168574,0.22307910932218608,0.036056241156249454,77.3,0.162451171875,27.0,,,,shift
random__s4__T1__tau0.55__sig1.5,random,4,1.0,0.55,1.5,20,0.180521743175812,0.2950809287493629,0.04820288857966853,70.3,0.1625,27.35,,,,shift
random__s0__T2__tau0.55__sig1.5,random,0,2.0,0.55,1.5,20,0.15050251432603753,0.2453347169875794,0.0416186606709923,79.2,0.161083984375,11.05,,,,shift
random__s1__T2__tau0.55__sig1.5,random,1,2.0,0.55,1.5,20,0.15369296959176398,0.2300163297450216,0.039035738212385304,83.95,0.168359375,34.15,,,,shift
random__s2__T2__tau0.55__sig1.5,random,2,2.0,0.55,1.5,20,0.17267052887450607,0.25239552059892156,0.04497490006162931,82.65,0.16845703125,14.25,,,,shift
random__s3__T2__tau0.55__sig1.5,random,3,2.0,0.55,1.5,20,0.13494204386636852,0.2103883757380239,0.03597804522370827,83.1,0.162451171875,27.0,,,,shift
random__s4__T2__tau0.55__sig1.5,random,4,2.0,0.55,1.5,20,0.18013966071926144,0.2814283457962853,0.04812470072368634,75.65,0.1625,27.35,,,,shift
random__s0__T3__tau0.55__sig1.5,random,0,3.0,0.55,1.5,20,0.15020130950676042,0.23460278104778037,0.04154041067952058,83.7,0.161083984375,11.05,,,,shift
random__s1__T3__tau0.55__sig1.5,random,1,3.0,0.55,1.5,20,0.1534022719173454,0.21714661398820873,0.03895747416980768,90.15,0.168359375,34.15,,,,shift
random__s2__T3__tau0.55__sig1.5,random,2,3.0,0.55,1.5,20,0.17254913108759568,0.23974322204828846,0.04489662116571741,88.5,0.16845703125,14.25,,,,shift
random__s3__T3__tau0.55__sig1.5,random,3,3.0,0.55,1.5,20,0.13494204386636852,0.20246833144870746,0.03597804522370827,87.6,0.162451171875,27.0,,,,shift
random__s4__T3__tau0.55__sig1.5,random,4,3.0,0.55,1.5,20,0.18045611641546397,0.2716783118766187,0.048202978100921244,80.3,0.1625,27.35,,,,shift
random__s0__T4__tau0.55__sig1.5,random,0,4.0,0.55,1.5,20,0.14932060419057125,0.22577455730725277,0.0413056649938115,87.55,0.161083984375,11.05,,,,shift
random__s1__T4__tau0.55__sig1.5,random,1,4.0,0.55,1.5,20,0.15316971377781052,0.20979956888934342,0.038879250824456944,94.2,0.168359375,34.15,,,,shift
random__s2__T4__tau0.55__sig1.5,random,2,4.0,0.55,1.5,20,0.1721979914864561,0.23407509980681365,0.044818374976335486,91.3,0.16845703125,14.25,,,,shift
random__s3__T4__tau0.55__sig1.5,random,3,4.0,0.55,1.5,20,0.13419285730438296,0.19509211426068174,0.035743679443171694,91.75,0.162451171875,27.0,,,,shift
random__s4__T4__tau0.55__sig1.5,random,4,4.0,0.55,1.5,20,0.18002175700399375,0.26381302189858463,0.04812465905352682,83.4,0.1625,29.05,,,,shift
random__s0__T0.3__tau0.6__sig1.5,random,0,0.3,0.6,1.5,20,0.15047076174600466,0.257943299757868,0.04169697391488686,74.05,0.161083984375,10.45,,,,shift
random__s1__T0.3__tau0.6__sig1.5,random,1,0.3,0.6,1.5,20,0.15467047877889242,0.24651108288909312,0.039270353629755964,76.5,0.168359375,34.15,,,,shift
random__s2__T0.3__tau0.6__sig1.5,random,2,0.3,0.6,1.5,20,0.17443201641605835,0.27000123917518615,0.0454440266897545,75.8,0.16845703125,14.25,,,,shift
random__s3__T0.3__tau0.6__sig1.5,random,3,0.3,0.6,1.5,20,0.1354281210398514,0.22532936483024552,0.03613457588075488,76.3,0.162451171875,27.0,,,,shift
random__s4__T0.3__tau0.6__sig1.5,random,4,0.3,0.6,1.5,20,0.18025292597151094,0.29604155739983745,0.048124714154838044,69.95,0.1625,27.35,,,,shift
random__s0__T0.5__tau0.6__sig1.5,random,0,0.5,0.6,1.5,20,0.15016955692672757,0.26556186723725383,0.04161872392341514,71.05,0.161083984375,10.45,,,,shift
random__s1__T0.5__tau0.6__sig1.5,random,1,0.5,0.6,1.5,20,0.15423569617019678,0.25077852004770423,0.039192069408395466,74.65,0.168359375,34.15,,,,shift
random__s2__T0.5__tau0.6__sig1.5,random,2,0.5,0.6,1.5,20,0.17332054616300932,0.27537126035644877,0.04513123105620416,73.3,0.16845703125,14.25,,,,shift
random__s3__T0.5__tau0.6__sig1.5,random,3,0.5,0.6,1.5,20,0.13513226305168574,0.23022448384370367,0.036056241156249454,74.25,0.162451171875,27.0,,,,shift
random__s4__T0.5__tau0.6__sig1.5,random,4,0.5,0.6,1.5,20,0.180521743175812,0.3019566900459249,0.04820288857966853,67.55,0.1625,27.35,,,,shift
random__s0__T1__tau0.6__sig1.5,random,0,1.0,0.6,1.5,20,0.14989062621414942,0.26171117640895203,0.04146218136666367,72.05,0.161083984375,11.05,,,,shift
random__s1__T1__tau0.6__sig1.5,random,1,1.0,0.6,1.5,20,0.1534022719173454,0.24896177071631542,0.03895747416980768,75.15,0.168359375,34.15,,,,shift
random__s2__T1__tau0.6__sig1.5,random,2,1.0,0.6,1.5,20,0.17244221837222296,0.2720052737083549,0.04489663223764942,74.15,0.16845703125,14.25,,,,shift
random__s3__T1__tau0.6__sig1.5,random,3,1.0,0.6,1.5,20,0.13463340189105985,0.22688168064238004,0.035899814497905996,75.05,0.162451171875,27.0,,,,shift
random__s4__T1__tau0.6__sig1.5,random,4,1.0,0.6,1.5,20,0.17978251786211857,0.3013921184986052,0.04804635047198573,67.8,0.1625,27.35,,,,shift
random__s0__T2__tau0.6__sig1.5,random,0,2.0,0.6,1.5,20,0.1490933314632985,0.2498285793608935,0.041227460180867724,76.4,0.161083984375,11.05,,,,shift
random__s1__T2__tau0.6__sig1.5,random,1,2.0,0.6,1.5,20,0.15291718852528527,0.23558301194375972,0.03880109131243873,80.7,0.168359375,34.15,,,,shift
random__s2__T2__tau0.6__sig1.5,random,2,2.0,0.6,1.5,20,0.17127206556053015,0.25791597215014994,0.04466208541760724,79.65,0.16845703125,14.25,,,,shift
random__s3__T2__tau0.6__sig1.5,random,3,2.0,0.6,1.5,20,0.13376182282162435,0.21701106728297148,0.0356653559059065,78.9,0.162451171875,27.0,,,,shift
random__s4__T2__tau0.6__sig1.5,random,4,2.0,0.6,1.5,20,0.17941628396675074,0.28899703644823016,0.047968113852312026,72.6,0.1625,29.05,,,,shift
random__s0__T3__tau0.6__sig1.5,random,0,3.0,0.6,1.5,20,0.14780592359722683,0.243764472037661,0.04091432462210236,78.4,0.161083984375,12.3,,,,shift
random__s1__T3__tau0.6__sig1.5,random,1,3.0,0.6,1.5,20,0.1506946569454069,0.22468206919170486,0.03817545784880128,84.4,0.168359375,34.15,,,,shift
random__s2__T3__tau0.6__sig1.5,random,2,3.0,0.6,1.5,20,0.16770756676433213,0.24460744623433195,0.04364534038712374,83.6,0.16845703125,14.25,,,,shift
random__s3__T3__tau0.6__sig1.5,random,3,3.0,0.6,1.5,20,0.13279619270705806,0.20833190473139038,0.035430727477822846,82.8,0.162451171875,27.0,,,,shift
random__s4__T3__tau0.6__sig1.5,random,4,3.0,0.6,1.5,20,0.17846937755931805,0.2809264602840977,0.04765533109267829,75.4,0.1625,29.1,,,,shift
random__s0__T4__tau0.6__sig1.5,random,0,4.0,0.6,1.5,20,0.14697406469184035,0.23669532760401685,0.04067983781823404,81.3,0.161083984375,12.3,,,,shift
random__s1__T4__tau0.6__sig1.5,random,1,4.0,0.6,1.5,20,0.14873921679413288,0.2172257381659942,0.0376278922828593,87.2,0.168359375,34.15,,,,shift
random__s2__T4__tau0.6__sig1.5,random,2,4.0,0.6,1.5,20,0.16724460380136916,0.2386683839048694,0.04356719560775961,86.35,0.16845703125,14.8,,,,shift
random__s3__T4__tau0.6__sig1.5,random,3,4.0,0.6,1.5,20,0.13007810427086747,0.1993084247043266,0.03472676672203155,86.15,0.162451171875,27.0,,,,shift
random__s4__T4__tau0.6__sig1.5,random,4,4.0,0.6,1.5,20,0.17790788023311482,0.2729557833754882,0.04749885378705686,78.65,0.1625,29.1,,,,shift
random__s0__T0.3__tau0.65__sig1.5,random,0,0.3,0.65,1.5,20,0.15047076174600466,0.2598727344050241,0.04169697391488686,73.25,0.161083984375,10.45,,,,shift
random__s1__T0.3__tau0.65__sig1.5,random,1,0.3,0.65,1.5,20,0.15467047877889242,0.2481781150626813,0.039270353629755964,75.8,0.168359375,34.15,,,,shift
random__s2__T0.3__tau0.65__sig1.5,random,2,0.3,0.65,1.5,20,0.17374708490920904,0.27042874171052717,0.04520941289443072,75.2,0.16845703125,14.25,,,,shift
random__s3__T0.3__tau0.65__sig1.5,random,3,0.3,0.65,1.5,20,0.1354281210398514,0.2270595688303362,0.03613457588075488,75.55,0.162451171875,27.0,,,,shift
random__s4__T0.3__tau0.65__sig1.5,random,4,0.3,0.65,1.5,20,0.18025292597151094,0.2975999990898406,0.048124714154838044,69.3,0.1625,27.35,,,,shift
random__s0__T0.5__tau0.65__sig1.5,random,0,0.5,0.65,1.5,20,0.14950601082953402,0.267815718220479,0.04138390687527881,69.7,0.161083984375,11.05,,,,shift
random__s1__T0.5__tau0.65__sig1.5,random,1,0.5,0.65,1.5,20,0.1534022719173454,0.2534977412743681,0.03895747416980768,73.2,0.168359375,34.15,,,,shift
random__s2__T0.5__tau0.65__sig1.5,random,2,0.5,0.65,1.5,20,0.17224450373467565,0.2769836570977537,0.04481842670159804,72.1,0.16845703125,14.25,,,,shift
random__s3__T0.5__tau0.65__sig1.5,random,3,0.5,0.65,1.5,20,0.13486488337254135,0.2329577342000894,0.03597795999632359,72.75,0.162451171875,27.0,,,,shift
random__s4__T0.5__tau0.65__sig1.5,random,4,0.5,0.65,1.5,20,0.1801371277911966,0.30703491590918536,0.04812455078953732,65.85,0.1625,27.35,,,,shift
random__s0__T1__tau0.65__sig1.5,random,0,1.0,0.65,1.5,20,0.1495894213948723,0.26774861791273785,0.04138393137519195,69.55,0.161083984375,11.05,,,,shift
random__s1__T1__tau0.65__sig1.5,random,1,1.0,0.65,1.5,20,0.1531115742429268,0.25376934193121886,0.03887921012723006,73.1,0.168359375,34.15,,,,shift
random__s2__T1__tau0.65__sig1.5,random,2,1.0,0.65,1.5,20,0.17185785762234962,0.27470542620229843,0.044740208562373394,72.85,0.16845703125,14.25,,,,shift
random__s3__T1__tau0.65__sig1.5,random,3,1.0,0.65,1.5,20,0.13432090189105989,0.2312895810062833,0.03582163791423834,72.7,0.162451171875,27.0,,,,shift
random__s4__T1__tau0.65__sig1.5,random,4,1.0,0.65,1.5,20,0.17978251786211857,0.3091820418701397,0.04804635047198573,65.45,0.1625,27.35,,,,shift
random__s0__T2__tau0.65__sig1.5,random,0,2.0,0.65,1.5,20,0.14757865086995414,0.26002082412301386,0.04083611980915858,71.7,0.161083984375,12.3,,,,shift
random__s1__T2__tau0.65__sig1.5,random,1,2.0,0.65,1.5,20,0.1506946569454069,0.2458485777401549,0.03817545784880128,74.95,0.168359375,34.15,,,,shift
random__s2__T2__tau0.65__sig1.5,random,2,2.0,0.65,1.5,20,0.16724460380136916,0.26292416250424366,0.04356719560775961,75.5,0.16845703125,14.25,,,,shift
random__s3__T2__tau0.65__sig1.5,random,3,2.0,0.65,1.5,20,0.13248755073174942,0.22398931976333786,0.03535249675202058,74.65,0.162451171875,27.0,,,,shift
random__s4__T2__tau0.65__sig1.5,random,4,2.0,0.65,1.5,20,0.1781122347021752,0.29892781242084826,0.04757698084097768,68.5,0.1625,29.1,,,,shift
random__s0__T3__tau0.65__sig1.5,random,0,3.0,0.65,1.5,20,0.14637700188439756,0.2519556139587432,0.040523443047398196,74.3,0.161083984375,12.3,,,,shift
random__s1__T3__tau0.65__sig1.5,random,1,3.0,0.65,1.5,20,0.14750414805399314,0.23191570901903874,0.037315303437030115,79.25,0.168359375,34.15,,,,shift
random__s2__T3__tau0.65__sig1.5,random,2,3.0,0.65,1.5,20,0.166127391375342,0.2527058134503991,0.04325426879371976,79.7,0.16845703125,14.8,,,,shift
random__s3__T3__tau0.65__sig1.5,random,3,3.0,0.65,1.5,20,0.12832076558801375,0.21059588909171464,0.03425733963652178,78.65,0.162451171875,27.1,,,,shift
random__s4__T3__tau0.65__sig1.5,random,4,3.0,0.65,1.5,20,0.1760891552496486,0.2881229771843883,0.04702934362567111,71.45,0.1625,29.1,,,,shift
random__s0__T4__tau0.65__sig1.5,random,0,4.0,0.65,1.5,20,0.14323799290259978,0.24384111836925185,0.039662950454460874,76.1,0.161083984375,12.65,,,,shift
random__s1__T4__tau0.65__sig1.5,random,1,4.0,0.65,1.5,20,0.14538896688158548,0.2236052617143935,0.036767796243379364,81.95,0.168359375,34.15,,,,shift
random__s2__T4__tau0.65__sig1.5,random,2,4.0,0.65,1.5,20,0.16353718178553195,0.24491553807964062,0.042472188009114314,81.55,0.16845703125,14.8,,,,shift
random__s3__T4__tau0.65__sig1.5,random,3,4.0,0.65,1.5,20,0.1263225031474605,0.20526550172800065,0.03370965618956824,80.45,0.162451171875,31.3,,,,shift
random__s4__T4__tau0.65__sig1.5,random,4,4.0,0.65,1.5,20,0.17407859986794322,0.28303654215425345,0.04648175187616055,72.95,0.1625,29.25,,,,shift
random__s0__T0.3__tau0.7__sig1.5,random,0,0.3,0.7,1.5,20,0.14999411833023638,0.26183001146462676,0.041540403275404494,72.25,0.161083984375,10.8,,,,shift
